period,odds,score,matchID,odds_home,odds_draw,odds_away,score_home,score_away,home_name,home_short,away_name,away_short
01.01.20 ,3.27 / 3.39 / 2.26,2:1,8700,3.27,3.39,2.26,2,1,Watford,WAT ,Wolverhampton,WOL 
01.01.20 ,5.63 / 4.30 / 1.58,0:3,8698,5.63,4.30,1.58,0,3,Newcastle,NEW ,Leicester City,LEI 
01.01.20 ,3.32 / 3.71 / 2.12,1:0,8699,3.32,3.71,2.12,1,0,Southampton,SOU ,Tottenham,TOT 
01.01.20 ,1.98 / 3.73 / 3.73,4:0,8703,1.98,3.73,3.73,4,0,West Ham,WHU ,Bournemouth,BOU 
01.01.20 ,2.35 / 3.37 / 3.10,1:1,8702,2.35,3.37,3.10,1,1,Norwich,NOR ,Crystal Palace,CRY 
01.01.20 ,1.28 / 6.27 / 10.12,2:1,8701,1.28,6.27,10.12,2,1,Man City,MCI ,Everton,EVE 
01.01.20 ,2.73 / 3.61 / 2.49,2:0,8704,2.73,3.61,2.49,2,0,Arsenal,ARS ,Man United,MUN 
02.01.20 ,1.28 / 5.69 / 11.57,2:0,8705,1.28,5.69,11.57,2,0,Liverpool,LIV ,Sheffield Utd,SHE 
10.01.20 ,1.89 / 3.54 / 4.13,1:0,8706,1.89,3.54,4.13,1,0,Sheffield Utd,SHE ,West Ham,WHU 
11.01.20 ,3.58 / 3.69 / 1.98,1:1,8707,3.58,3.69,1.98,1,1,Crystal Palace,CRY ,Arsenal,ARS 
11.01.20 ,1.53 / 4.26 / 5.93,1:2,8712,1.53,4.26,5.93,1,2,Leicester City,LEI ,Southampton,SOU 
11.01.20 ,1.52 / 4.10 / 6.48,1:1,8708,1.52,4.10,6.48,1,1,Wolverhampton,WOL ,Newcastle,NEW 
11.01.20 ,1.32 / 5.19 / 9.50,3:0,8709,1.32,5.19,9.50,3,0,Chelsea,CHE ,Burnley,BUR 
11.01.20 ,1.82 / 3.69 / 4.25,1:0,8710,1.82,3.69,4.25,1,0,Everton,EVE ,Brighton Hove,BHA 
11.01.20 ,1.28 / 5.74 / 10.28,4:0,8711,1.28,5.74,10.28,4,0,Man United,MUN ,Norwich,NOR 
11.01.20 ,3.53 / 3.83 / 1.96,0:1,8713,3.53,3.83,1.96,0,1,Tottenham,TOT ,Liverpool,LIV 
12.01.20 ,2.45 / 3.40 / 2.81,0:3,8714,2.45,3.40,2.81,0,3,Bournemouth,BOU ,Watford,WAT 
12.01.20 ,11.39 / 7.00 / 1.21,1:6,8715,11.39,7.00,1.21,1,6,Aston Villa,AST ,Man City,MCI 
18.01.20 ,3.43 / 3.52 / 2.06,0:0,8716,3.43,3.52,2.06,0,0,Watford,WAT ,Tottenham,TOT 
18.01.20 ,1.13 / 8.55 / 16.76,2:2,934,1.13,8.55,16.76,2,2,Man City,MCI ,Crystal Palace,CRY 
18.01.20 ,1.70 / 3.82 / 4.68,1:1,8717,1.70,3.82,4.68,1,1,Arsenal,ARS ,Sheffield Utd,SHE 
18.01.20 ,2.28 / 3.54 / 2.94,1:0,8718,2.28,3.54,2.94,1,0,Norwich,NOR ,Bournemouth,BOU 
18.01.20 ,2.74 / 3.43 / 2.46,1:1,8719,2.74,3.43,2.46,1,1,West Ham,WHU ,Everton,EVE 
18.01.20 ,2.63 / 3.31 / 2.62,2:3,8720,2.63,3.31,2.62,2,3,Southampton,SOU ,Wolverhampton,WOL 
18.01.20 ,1.74 / 3.95 / 4.25,1:1,8721,1.74,3.95,4.25,1,1,Brighton Hove,BHA ,Aston Villa,AST 
18.01.20 ,5.33 / 4.31 / 1.55,1:0,8722,5.33,4.31,1.55,1,0,Newcastle,NEW ,Chelsea,CHE 
19.01.20 ,4.68 / 3.85 / 1.69,2:1,8723,4.68,3.85,1.69,2,1,Burnley,BUR ,Leicester City,LEI 
19.01.20 ,1.44 / 4.61 / 6.47,2:0,8724,1.44,4.61,6.47,2,0,Liverpool,LIV ,Man United,MUN 
21.01.20 ,2.59 / 3.52 / 2.61,2:1,8725,2.59,3.52,2.61,2,1,Aston Villa,AST ,Watford,WAT 
21.01.20 ,2.65 / 3.25 / 2.73,0:2,2305,2.65,3.25,2.73,0,2,Crystal Palace,CRY ,Southampton,SOU 
21.01.20 ,2.66 / 3.44 / 2.59,3:1,8728,2.66,3.44,2.59,3,1,Bournemouth,BOU ,Brighton Hove,BHA 
21.01.20 ,7.88 / 4.87 / 1.38,0:1,8727,7.88,4.87,1.38,0,1,Sheffield Utd,SHE ,Man City,MCI 
21.01.20 ,1.49 / 4.36 / 6.61,2:2,8726,1.49,4.36,6.61,2,2,Everton,EVE ,Newcastle,NEW 
21.01.20 ,1.73 / 3.93 / 4.54,2:2,2321,1.73,3.93,4.54,2,2,Chelsea,CHE ,Arsenal,ARS 
22.01.20 ,1.54 / 4.26 / 5.45,4:1,8729,1.54,4.26,5.45,4,1,Leicester City,LEI ,West Ham,WHU 
22.01.20 ,1.35 / 5.11 / 7.78,2:1,8730,1.35,5.11,7.78,2,1,Tottenham,TOT ,Norwich,NOR 
22.01.20 ,1.36 / 4.88 / 8.29,0:2,8731,1.36,4.88,8.29,0,2,Man United,MUN ,Burnley,BUR 
23.01.20 ,5.37 / 4.01 / 1.59,1:2,8732,5.37,4.01,1.59,1,2,Wolverhampton,WOL ,Liverpool,LIV 
29.01.20 ,8.13 / 5.28 / 1.36,0:2,8733,8.13,5.28,1.36,0,2,West Ham,WHU ,Liverpool,LIV 
01.02.20 ,2.66 / 3.66 / 2.43,2:2,8734,2.66,3.66,2.43,2,2,Leicester City,LEI ,Chelsea,CHE 
01.02.20 ,2.31 / 3.33 / 3.08,0:0,8736,2.31,3.33,3.08,0,0,Newcastle,NEW ,Norwich,NOR 
01.02.20 ,2.39 / 3.41 / 2.88,3:3,8737,2.39,3.41,2.88,3,3,West Ham,WHU ,Brighton Hove,BHA 
01.02.20 ,1.26 / 5.90 / 10.53,4:0,8735,1.26,5.90,10.53,4,0,Liverpool,LIV ,Southampton,SOU 
01.02.20 ,2.12 / 3.61 / 3.22,2:1,8740,2.12,3.61,3.22,2,1,Bournemouth,BOU ,Aston Villa,AST 
01.02.20 ,2.85 / 3.29 / 2.47,2:3,8739,2.85,3.29,2.47,2,3,Watford,WAT ,Everton,EVE 
01.02.20 ,2.98 / 3.08 / 2.50,0:1,8738,2.98,3.08,2.50,0,1,Crystal Palace,CRY ,Sheffield Utd,SHE 
01.02.20 ,1.79 / 3.55 / 4.54,0:0,8741,1.79,3.55,4.54,0,0,Man United,MUN ,Wolverhampton,WOL 
02.02.20 ,3.36 / 3.37 / 2.15,0:0,8742,3.36,3.37,2.15,0,0,Burnley,BUR ,Arsenal,ARS 
02.02.20 ,5.36 / 4.53 / 1.53,2:0,8743,5.36,4.53,1.53,2,0,Tottenham,TOT ,Man City,MCI 
08.02.20 ,1.59 / 3.85 / 5.76,3:1,8744,1.59,3.85,5.76,3,1,Everton,EVE ,Crystal Palace,CRY 
08.02.20 ,1.99 / 3.48 / 3.67,1:1,8745,1.99,3.48,3.67,1,1,Brighton Hove,BHA ,Watford,WAT 
09.02.20 ,1.70 / 3.60 / 5.12,2:1,8746,1.70,3.60,5.12,2,1,Sheffield Utd,SHE ,Bournemouth,BOU 
14.02.20 ,2.62 / 3.36 / 2.62,0:0,8747,2.62,3.36,2.62,0,0,Wolverhampton,WOL ,Leicester City,LEI 
15.02.20 ,1.77 / 3.60 / 4.53,1:2,8748,1.77,3.60,4.53,1,2,Southampton,SOU ,Burnley,BUR 
15.02.20 ,7.69 / 5.20 / 1.35,0:1,8749,7.69,5.20,1.35,0,1,Norwich,NOR ,Liverpool,LIV 
16.02.20 ,4.02 / 3.74 / 1.83,2:3,8750,4.02,3.74,1.83,2,3,Aston Villa,AST ,Tottenham,TOT 
16.02.20 ,1.43 / 4.66 / 6.64,4:0,1081,1.43,4.66,6.64,4,0,Arsenal,ARS ,Newcastle,NEW 
17.02.20 ,1.88 / 3.62 / 3.97,0:2,8751,1.88,3.62,3.97,0,2,Chelsea,CHE ,Man United,MUN 
19.02.20 ,1.09 / 10.28 / 22.52,2:0,8752,1.09,10.28,22.52,2,0,Man City,MCI ,West Ham,WHU 
22.02.20 ,1.92 / 3.66 / 3.73,2:1,8753,1.92,3.66,3.73,2,1,Chelsea,CHE ,Tottenham,TOT 
22.02.20 ,2.01 / 3.32 / 3.81,1:1,8754,2.01,3.32,3.81,1,1,Sheffield Utd,SHE ,Brighton Hove,BHA 
22.02.20 ,2.10 / 3.12 / 3.77,1:0,8757,2.10,3.12,3.77,1,0,Crystal Palace,CRY ,Newcastle,NEW 
22.02.20 ,1.64 / 4.03 / 4.90,2:0,8756,1.64,4.03,4.90,2,0,Southampton,SOU ,Aston Villa,AST 
22.02.20 ,2.14 / 3.23 / 3.52,3:0,8755,2.14,3.23,3.52,3,0,Burnley,BUR ,Bournemouth,BOU 
22.02.20 ,4.74 / 4.17 / 1.63,0:1,8758,4.74,4.17,1.63,0,1,Leicester City,LEI ,Man City,MCI 
23.02.20 ,1.54 / 4.12 / 5.86,3:0,8760,1.54,4.12,5.86,3,0,Man United,MUN ,Watford,WAT 
23.02.20 ,1.52 / 4.17 / 6.03,3:0,8759,1.52,4.17,6.03,3,0,Wolverhampton,WOL ,Norwich,NOR 
23.02.20 ,1.84 / 3.72 / 3.98,3:2,8761,1.84,3.72,3.98,3,2,Arsenal,ARS ,Everton,EVE 
24.02.20 ,1.17 / 7.24 / 14.38,3:2,8762,1.17,7.24,14.38,3,2,Liverpool,LIV ,West Ham,WHU 
28.02.20 ,4.19 / 3.88 / 1.79,1:0,8763,4.19,3.88,1.79,1,0,Norwich,NOR ,Leicester City,LEI 
29.02.20 ,2.00 / 3.28 / 3.96,0:1,8764,2.00,3.28,3.96,0,1,Brighton Hove,BHA ,Crystal Palace,CRY 
29.02.20 ,2.51 / 3.09 / 2.97,0:0,8765,2.51,3.09,2.97,0,0,Newcastle,NEW ,Burnley,BUR 
29.02.20 ,2.66 / 3.52 / 2.52,3:1,8766,2.66,3.52,2.52,3,1,West Ham,WHU ,Southampton,SOU 
29.02.20 ,4.68 / 3.80 / 1.72,2:2,8767,4.68,3.80,1.72,2,2,Bournemouth,BOU ,Chelsea,CHE 
29.02.20 ,6.82 / 4.72 / 1.43,3:0,8768,6.82,4.72,1.43,3,0,Watford,WAT ,Liverpool,LIV 
01.03.20 ,2.49 / 3.33 / 2.82,1:1,8770,2.49,3.33,2.82,1,1,Everton,EVE ,Man United,MUN 
01.03.20 ,2.24 / 3.27 / 3.28,2:3,8769,2.24,3.27,3.28,2,3,Tottenham,TOT ,Wolverhampton,WOL 
07.03.20 ,1.20 / 6.55 / 13.55,2:1,8771,1.20,6.55,13.55,2,1,Liverpool,LIV ,Bournemouth,BOU 
07.03.20 ,1.46 / 4.52 / 6.50,1:0,8772,1.46,4.52,6.50,1,0,Arsenal,ARS ,West Ham,WHU 
07.03.20 ,2.52 / 3.16 / 2.91,1:0,8775,2.52,3.16,2.91,1,0,Crystal Palace,CRY ,Watford,WAT 
07.03.20 ,1.74 / 3.73 / 4.70,0:0,6116,1.74,3.73,4.70,0,0,Wolverhampton,WOL ,Brighton Hove,BHA 
07.03.20 ,1.62 / 4.10 / 5.10,0:1,8774,1.62,4.10,5.10,0,1,Southampton,SOU ,Newcastle,NEW 
07.03.20 ,1.62 / 3.85 / 5.56,1:0,8773,1.62,3.85,5.56,1,0,Sheffield Utd,SHE ,Norwich,NOR 
07.03.20 ,3.27 / 3.28 / 2.25,1:1,8776,3.27,3.28,2.25,1,1,Burnley,BUR ,Tottenham,TOT 
08.03.20 ,1.73 / 3.86 / 4.55,4:0,8777,1.73,3.86,4.55,4,0,Chelsea,CHE ,Everton,EVE 
08.03.20 ,5.06 / 4.19 / 1.61,2:0,8778,5.06,4.19,1.61,2,0,Man United,MUN ,Man City,MCI 
09.03.20 ,1.38 / 5.09 / 7.97,4:0,8779,1.38,5.09,7.97,4,0,Leicester City,LEI ,Aston Villa,AST 
17.06.20 ,2.93 / 3.40 / 2.41,0:0,8780,2.93,3.40,2.41,0,0,Aston Villa,AST ,Sheffield Utd,SHE 
17.06.20 ,1.36 / 5.36 / 7.75,3:0,8781,1.36,5.36,7.75,3,0,Man City,MCI ,Arsenal,ARS 
19.06.20 ,2.79 / 3.58 / 2.42,0:3,8782,2.79,3.58,2.42,0,3,Norwich,NOR ,Southampton,SOU 
19.06.20 ,2.67 / 3.32 / 2.67,1:1,8783,2.67,3.32,2.67,1,1,Tottenham,TOT ,Man United,MUN 
20.06.20 ,3.01 / 3.51 / 2.30,1:1,8784,3.01,3.51,2.30,1,1,Watford,WAT ,Leicester City,LEI 
20.06.20 ,3.27 / 3.47 / 2.18,2:1,8785,3.27,3.47,2.18,2,1,Brighton Hove,BHA ,Arsenal,ARS 
20.06.20 ,2.99 / 3.43 / 2.35,0:2,8786,2.99,3.43,2.35,0,2,West Ham,WHU ,Wolverhampton,WOL 
20.06.20 ,2.35 / 3.31 / 3.10,0:2,8787,2.35,3.31,3.10,0,2,Bournemouth,BOU ,Crystal Palace,CRY 
21.06.20 ,3.33 / 3.13 / 2.32,3:0,8788,3.33,3.13,2.32,3,0,Newcastle,NEW ,Sheffield Utd,SHE 
21.06.20 ,4.37 / 4.17 / 1.72,1:2,8789,4.37,4.17,1.72,1,2,Aston Villa,AST ,Chelsea,CHE 
21.06.20 ,4.67 / 3.90 / 1.73,0:0,8790,4.67,3.90,1.73,0,0,Everton,EVE ,Liverpool,LIV 
22.06.20 ,1.14 / 8.39 / 19.51,5:0,8791,1.14,8.39,19.51,5,0,Man City,MCI ,Burnley,BUR 
23.06.20 ,1.66 / 3.89 / 5.34,0:0,8792,1.66,3.89,5.34,0,0,Leicester City,LEI ,Brighton Hove,BHA 
23.06.20 ,1.94 / 3.55 / 3.96,2:0,8793,1.94,3.55,3.96,2,0,Tottenham,TOT ,West Ham,WHU 
24.06.20 ,3.90 / 3.65 / 1.94,0:1,8797,3.90,3.65,1.94,0,1,Norwich,NOR ,Everton,EVE 
24.06.20 ,1.59 / 3.86 / 6.06,1:0,8794,1.59,3.86,6.06,1,0,Wolverhampton,WOL ,Bournemouth,BOU 
24.06.20 ,2.33 / 3.32 / 3.17,1:1,8795,2.33,3.32,3.17,1,1,Newcastle,NEW ,Aston Villa,AST 
24.06.20 ,1.43 / 4.34 / 8.46,3:0,8796,1.43,4.34,8.46,3,0,Man United,MUN ,Sheffield Utd,SHE 
24.06.20 ,1.24 / 6.08 / 12.42,4:0,8798,1.24,6.08,12.42,4,0,Liverpool,LIV ,Crystal Palace,CRY 
25.06.20 ,2.51 / 3.24 / 2.89,1:0,8799,2.51,3.24,2.89,1,0,Burnley,BUR ,Watford,WAT 
25.06.20 ,2.95 / 3.58 / 2.34,0:2,8800,2.95,3.58,2.34,0,2,Southampton,SOU ,Arsenal,ARS 
25.06.20 ,3.71 / 3.91 / 1.90,2:1,1923,3.71,3.91,1.90,2,1,Chelsea,CHE ,Man City,MCI 
27.06.20 ,4.49 / 3.41 / 1.89,0:1,8801,4.49,3.41,1.89,0,1,Aston Villa,AST ,Wolverhampton,WOL 
28.06.20 ,2.55 / 3.37 / 2.76,1:3,8802,2.55,3.37,2.76,1,3,Watford,WAT ,Southampton,SOU 
29.06.20 ,2.40 / 3.17 / 3.14,0:1,8803,2.40,3.17,3.14,0,1,Crystal Palace,CRY ,Burnley,BUR 
30.06.20 ,4.54 / 3.43 / 1.86,0:3,8804,4.54,3.43,1.86,0,3,Brighton Hove,BHA ,Man United,MUN 
01.07.20 ,1.54 / 4.28 / 5.88,4:0,8805,1.54,4.28,5.88,4,0,Arsenal,ARS ,Norwich,NOR 
01.07.20 ,2.20 / 3.25 / 3.46,1:4,8807,2.20,3.25,3.46,1,4,Bournemouth,BOU ,Newcastle,NEW 
01.07.20 ,2.75 / 3.43 / 2.53,2:1,8806,2.75,3.43,2.53,2,1,Everton,EVE ,Leicester City,LEI 
01.07.20 ,4.62 / 3.96 / 1.72,3:2,8808,4.62,3.96,1.72,3,2,West Ham,WHU ,Chelsea,CHE 
02.07.20 ,4.09 / 3.38 / 1.97,3:1,1200,4.09,3.38,1.97,3,1,Sheffield Utd,SHE ,Tottenham,TOT 
02.07.20 ,2.07 / 3.80 / 3.34,4:0,8809,2.07,3.80,3.34,4,0,Man City,MCI ,Liverpool,LIV 
04.07.20 ,3.02 / 3.27 / 2.42,0:1,8810,3.02,3.27,2.42,0,1,Norwich,NOR ,Brighton Hove,BHA 
04.07.20 ,1.50 / 4.15 / 6.97,3:0,8812,1.50,4.15,6.97,3,0,Leicester City,LEI ,Crystal Palace,CRY 
04.07.20 ,1.27 / 5.73 / 11.81,5:2,8811,1.27,5.73,11.81,5,2,Man United,MUN ,Bournemouth,BOU 
04.07.20 ,2.27 / 3.36 / 3.22,0:2,8813,2.27,3.36,3.22,0,2,Wolverhampton,WOL ,Arsenal,ARS 
04.07.20 ,1.35 / 5.01 / 9.00,3:0,8814,1.35,5.01,9.00,3,0,Chelsea,CHE ,Watford,WAT 
05.07.20 ,2.93 / 3.08 / 2.60,1:1,8815,2.93,3.08,2.60,1,1,Burnley,BUR ,Sheffield Utd,SHE 
05.07.20 ,2.43 / 3.35 / 2.94,2:2,6103,2.43,3.35,2.94,2,2,Newcastle,NEW ,West Ham,WHU 
05.07.20 ,1.30 / 5.76 / 9.51,2:0,8816,1.30,5.76,9.51,2,0,Liverpool,LIV ,Aston Villa,AST 
05.07.20 ,11.25 / 5.71 / 1.27,1:0,8817,11.25,5.71,1.27,1,0,Southampton,SOU ,Man City,MCI 
06.07.20 ,2.10 / 3.49 / 3.49,1:0,7909,2.10,3.49,3.49,1,0,Tottenham,TOT ,Everton,EVE 
07.07.20 ,1.79 / 3.78 / 4.43,2:1,8819,1.79,3.78,4.43,2,1,Watford,WAT ,Norwich,NOR 
07.07.20 ,5.49 / 3.87 / 1.65,2:3,8818,5.49,3.87,1.65,2,3,Crystal Palace,CRY ,Chelsea,CHE 
07.07.20 ,2.25 / 3.54 / 3.10,1:1,8820,2.25,3.54,3.10,1,1,Arsenal,ARS ,Leicester City,LEI 
08.07.20 ,1.11 / 8.86 / 25.30,5:0,8821,1.11,8.86,25.30,5,0,Man City,MCI ,Newcastle,NEW 
08.07.20 ,2.07 / 3.41 / 3.64,0:1,1359,2.07,3.41,3.64,0,1,West Ham,WHU ,Burnley,BUR 
08.07.20 ,3.79 / 3.18 / 2.12,1:0,8822,3.79,3.18,2.12,1,0,Sheffield Utd,SHE ,Wolverhampton,WOL 
08.07.20 ,7.64 / 4.85 / 1.40,1:3,8823,7.64,4.85,1.40,1,3,Brighton Hove,BHA ,Liverpool,LIV 
09.07.20 ,2.06 / 3.50 / 3.62,1:1,8824,2.06,3.50,3.62,1,1,Everton,EVE ,Southampton,SOU 
09.07.20 ,5.04 / 4.00 / 1.67,0:0,8825,5.04,4.00,1.67,0,0,Bournemouth,BOU ,Tottenham,TOT 
09.07.20 ,9.29 / 5.18 / 1.34,0:3,2262,9.29,5.18,1.34,0,3,Aston Villa,AST ,Man United,MUN 
11.07.20 ,1.87 / 3.52 / 4.27,2:1,8827,1.87,3.52,4.27,2,1,Watford,WAT ,Newcastle,NEW 
11.07.20 ,3.19 / 3.50 / 2.20,0:4,8826,3.19,3.50,2.20,0,4,Norwich,NOR ,West Ham,WHU 
11.07.20 ,1.29 / 5.79 / 9.66,1:1,8828,1.29,5.79,9.66,1,1,Liverpool,LIV ,Burnley,BUR 
11.07.20 ,6.08 / 3.97 / 1.57,3:0,8829,6.08,3.97,1.57,3,0,Sheffield Utd,SHE ,Chelsea,CHE 
11.07.20 ,8.93 / 5.20 / 1.34,0:5,8830,8.93,5.20,1.34,0,5,Brighton Hove,BHA ,Man City,MCI 
12.07.20 ,2.16 / 3.21 / 3.59,3:0,8831,2.16,3.21,3.59,3,0,Wolverhampton,WOL ,Everton,EVE 
12.07.20 ,2.28 / 3.32 / 3.19,2:0,8832,2.28,3.32,3.19,2,0,Aston Villa,AST ,Crystal Palace,CRY 
12.07.20 ,2.35 / 3.51 / 2.90,2:1,8833,2.35,3.51,2.90,2,1,Tottenham,TOT ,Arsenal,ARS 
12.07.20 ,4.92 / 3.78 / 1.71,4:1,8834,4.92,3.78,1.71,4,1,Bournemouth,BOU ,Leicester City,LEI 
13.07.20 ,1.30 / 5.64 / 9.88,2:2,8835,1.30,5.64,9.88,2,2,Man United,MUN ,Southampton,SOU 
14.07.20 ,1.18 / 7.38 / 14.80,1:0,8836,1.18,7.38,14.80,1,0,Chelsea,CHE ,Norwich,NOR 
15.07.20 ,1.11 / 9.86 / 22.06,2:1,8837,1.11,9.86,22.06,2,1,Man City,MCI ,Bournemouth,BOU 
15.07.20 ,4.55 / 3.65 / 1.80,1:3,8838,4.55,3.65,1.80,1,3,Newcastle,NEW ,Tottenham,TOT 
15.07.20 ,3.53 / 3.12 / 2.24,1:1,8839,3.53,3.12,2.24,1,1,Burnley,BUR ,Wolverhampton,WOL 
15.07.20 ,3.31 / 3.67 / 2.12,2:1,8840,3.31,3.67,2.12,2,1,Arsenal,ARS ,Liverpool,LIV 
16.07.20 ,2.02 / 3.56 / 3.70,1:1,8841,2.02,3.56,3.70,1,1,Everton,EVE ,Aston Villa,AST 
16.07.20 ,2.01 / 3.33 / 4.01,2:0,8842,2.01,3.33,4.01,2,0,Leicester City,LEI ,Sheffield Utd,SHE 
16.07.20 ,2.17 / 3.29 / 3.52,1:1,8843,2.17,3.29,3.52,1,1,Southampton,SOU ,Brighton Hove,BHA 
16.07.20 ,9.84 / 4.94 / 1.34,0:2,8844,9.84,4.94,1.34,0,2,Crystal Palace,CRY ,Man United,MUN 
17.07.20 ,2.40 / 3.03 / 3.28,3:1,8845,2.40,3.03,3.28,3,1,West Ham,WHU ,Watford,WAT 
18.07.20 ,3.21 / 3.28 / 2.30,0:2,8846,3.21,3.28,2.30,0,2,Norwich,NOR ,Burnley,BUR 
19.07.20 ,2.27 / 3.65 / 2.97,0:2,8847,2.27,3.65,2.97,0,2,Bournemouth,BOU ,Southampton,SOU 
19.07.20 ,2.21 / 4.46 / 2.50,3:0,8848,2.21,4.46,2.50,3,0,Tottenham,TOT ,Leicester City,LEI 
20.07.20 ,1.93 / 3.40 / 4.22,0:0,8850,1.93,3.40,4.22,0,0,Brighton Hove,BHA ,Newcastle,NEW 
20.07.20 ,2.17 / 3.27 / 3.52,0:1,8849,2.17,3.27,3.52,0,1,Sheffield Utd,SHE ,Everton,EVE 
20.07.20 ,1.49 / 4.03 / 7.65,2:0,8851,1.49,4.03,7.65,2,0,Wolverhampton,WOL ,Crystal Palace,CRY 
21.07.20 ,8.72 / 5.59 / 1.32,0:4,8852,8.72,5.59,1.32,0,4,Watford,WAT ,Man City,MCI 
21.07.20 ,3.28 / 3.80 / 2.08,1:0,8853,3.28,3.80,2.08,1,0,Aston Villa,AST ,Arsenal,ARS 
22.07.20 ,1.26 / 6.03 / 10.84,1:1,8854,1.26,6.03,10.84,1,1,Man United,MUN ,West Ham,WHU 
22.07.20 ,2.01 / 3.73 / 3.51,5:3,8855,2.01,3.73,3.51,5,3,Liverpool,LIV ,Chelsea,CHE 
26.07.20 ,4.08 / 3.47 / 1.93,1:1,8864,4.08,3.47,1.93,1,1,Crystal Palace,CRY ,Tottenham,TOT 
26.07.20 ,1.13 / 11.00 / 13.75,5:0,8856,1.13,11.00,13.75,5,0,Man City,MCI ,Norwich,NOR 
26.07.20 ,7.80 / 5.17 / 1.37,1:3,8857,7.80,5.17,1.37,1,3,Newcastle,NEW ,Liverpool,LIV 
26.07.20 ,2.11 / 3.69 / 3.30,3:2,8858,2.11,3.69,3.30,3,2,Arsenal,ARS ,Watford,WAT 
26.07.20 ,1.86 / 3.67 / 4.20,2:0,8859,1.86,3.67,4.20,2,0,Chelsea,CHE ,Wolverhampton,WOL 
26.07.20 ,2.40 / 3.65 / 2.80,1:3,8860,2.40,3.65,2.80,1,3,Everton,EVE ,Bournemouth,BOU 
26.07.20 ,2.33 / 3.44 / 3.04,1:2,8861,2.33,3.44,3.04,1,2,Burnley,BUR ,Brighton Hove,BHA 
26.07.20 ,3.12 / 3.67 / 2.20,1:1,8862,3.12,3.67,2.20,1,1,West Ham,WHU ,Aston Villa,AST 
26.07.20 ,2.54 / 3.35 / 2.79,3:1,8863,2.54,3.35,2.79,3,1,Southampton,SOU ,Sheffield Utd,SHE 
26.07.20 ,3.30 / 3.71 / 2.13,0:2,2291,3.30,3.71,2.13,0,2,Leicester City,LEI ,Man United,MUN 
