period,odds,score,matchID,odds_home,odds_draw,odds_away,score_home,score_away,home_name,home_short,away_name,away_short
21.09.19 ,1.67 / 3.78 / 5.47,0:2,8560,1.67,3.78,5.47,0,2,Everton,EVE ,Sheffield Utd,SHE 
21.09.19 ,2.51 / 3.18 / 3.00,0:0,8562,2.51,3.18,3.00,0,0,Newcastle,NEW ,Brighton Hove,BHA 
22.09.19 ,3.45 / 3.69 / 2.06,2:0,8563,3.45,3.69,2.06,2,0,West Ham,WHU ,Man United,MUN 
22.09.19 ,2.84 / 3.11 / 2.68,1:1,8564,2.84,3.11,2.68,1,1,Crystal Palace,CRY ,Wolverhampton,WOL 
22.09.19 ,1.38 / 5.07 / 7.91,3:2,8565,1.38,5.07,7.91,3,2,Arsenal,ARS ,Aston Villa,AST 
22.09.19 ,3.61 / 3.69 / 2.01,1:2,8566,3.61,3.69,2.01,1,2,Chelsea,CHE ,Liverpool,LIV 
28.09.19 ,9.26 / 5.22 / 1.32,0:1,8567,9.26,5.22,1.32,0,1,Sheffield Utd,SHE ,Liverpool,LIV 
28.09.19 ,2.26 / 3.42 / 3.13,2:2,8569,2.26,3.42,3.13,2,2,Aston Villa,AST ,Burnley,BUR 
28.09.19 ,2.05 / 3.35 / 3.73,2:0,8568,2.05,3.35,3.73,2,0,Wolverhampton,WOL ,Watford,WAT 
28.09.19 ,1.43 / 4.56 / 7.44,2:0,8570,1.43,4.56,7.44,2,0,Chelsea,CHE ,Brighton Hove,BHA 
28.09.19 ,1.38 / 4.87 / 7.94,2:1,8571,1.38,4.87,7.94,2,1,Tottenham,TOT ,Southampton,SOU 
28.09.19 ,2.02 / 3.60 / 3.54,2:0,8572,2.02,3.60,3.54,2,0,Crystal Palace,CRY ,Norwich,NOR 
28.09.19 ,2.36 / 3.63 / 2.81,2:2,8573,2.36,3.63,2.81,2,2,Bournemouth,BOU ,West Ham,WHU 
28.09.19 ,8.42 / 5.25 / 1.34,1:3,8574,8.42,5.25,1.34,1,3,Everton,EVE ,Man City,MCI 
29.09.19 ,1.57 / 3.87 / 6.20,5:0,8575,1.57,3.87,6.20,5,0,Leicester City,LEI ,Newcastle,NEW 
30.09.19 ,2.17 / 3.60 / 3.15,1:1,8576,2.17,3.60,3.15,1,1,Man United,MUN ,Arsenal,ARS 
05.10.19 ,4.29 / 3.80 / 1.83,3:0,8577,4.29,3.80,1.83,3,0,Brighton Hove,BHA ,Tottenham,TOT 
05.10.19 ,2.14 / 3.38 / 3.57,0:0,8581,2.14,3.38,3.57,0,0,Watford,WAT ,Sheffield Utd,SHE 
05.10.19 ,2.92 / 3.30 / 2.52,1:0,8580,2.92,3.30,2.52,1,0,Burnley,BUR ,Everton,EVE 
05.10.19 ,1.48 / 4.60 / 6.54,2:1,8578,1.48,4.60,6.54,2,1,Liverpool,LIV ,Leicester City,LEI 
05.10.19 ,2.44 / 3.58 / 2.82,1:5,8579,2.44,3.58,2.82,1,5,Norwich,NOR ,Aston Villa,AST 
05.10.19 ,2.00 / 3.57 / 3.79,1:2,8582,2.00,3.57,3.79,1,2,West Ham,WHU ,Crystal Palace,CRY 
06.10.19 ,4.03 / 3.90 / 1.85,1:4,8585,4.03,3.90,1.85,1,4,Southampton,SOU ,Chelsea,CHE 
06.10.19 ,1.44 / 4.98 / 6.69,1:0,8584,1.44,4.98,6.69,1,0,Arsenal,ARS ,Bournemouth,BOU 
06.10.19 ,1.13 / 9.17 / 21.56,0:2,8583,1.13,9.17,21.56,0,2,Man City,MCI ,Wolverhampton,WOL 
06.10.19 ,4.45 / 3.46 / 1.89,1:0,8586,4.45,3.46,1.89,1,0,Newcastle,NEW ,Man United,MUN 
19.10.19 ,1.97 / 3.72 / 3.63,2:0,8587,1.97,3.72,3.63,2,0,Everton,EVE ,West Ham,WHU 
19.10.19 ,1.95 / 3.43 / 4.04,1:1,8588,1.95,3.43,4.04,1,1,Wolverhampton,WOL ,Southampton,SOU 
19.10.19 ,2.34 / 3.37 / 3.04,2:1,8589,2.34,3.37,3.04,2,1,Aston Villa,AST ,Brighton Hove,BHA 
19.10.19 ,1.31 / 5.44 / 9.48,1:0,8590,1.31,5.44,9.48,1,0,Chelsea,CHE ,Newcastle,NEW 
19.10.19 ,1.35 / 5.19 / 8.41,1:1,8591,1.35,5.19,8.41,1,1,Tottenham,TOT ,Watford,WAT 
19.10.19 ,1.52 / 4.29 / 6.20,2:1,8592,1.52,4.29,6.20,2,1,Leicester City,LEI ,Burnley,BUR 
19.10.19 ,1.81 / 4.15 / 3.88,0:0,8593,1.81,4.15,3.88,0,0,Bournemouth,BOU ,Norwich,NOR 
19.10.19 ,12.79 / 6.79 / 1.21,0:2,935,12.79,6.79,1.21,0,2,Crystal Palace,CRY ,Man City,MCI 
20.10.19 ,3.83 / 3.78 / 1.90,1:1,8594,3.83,3.78,1.90,1,1,Man United,MUN ,Liverpool,LIV 
21.10.19 ,4.07 / 3.79 / 1.85,1:0,8595,4.07,3.79,1.85,1,0,Sheffield Utd,SHE ,Arsenal,ARS 
25.10.19 ,3.29 / 3.48 / 2.17,0:9,8596,3.29,3.48,2.17,0,9,Southampton,SOU ,Leicester City,LEI 
26.10.19 ,1.09 / 10.82 / 24.89,3:0,8597,1.09,10.82,24.89,3,0,Man City,MCI ,Aston Villa,AST 
26.10.19 ,2.21 / 3.64 / 3.06,0:0,8600,2.21,3.64,3.06,0,0,Watford,WAT ,Bournemouth,BOU 
26.10.19 ,2.66 / 3.30 / 2.67,3:2,8599,2.66,3.30,2.67,3,2,Brighton Hove,BHA ,Everton,EVE 
26.10.19 ,2.02 / 3.49 / 3.68,1:1,8598,2.02,3.49,3.68,1,1,West Ham,WHU ,Sheffield Utd,SHE 
26.10.19 ,4.36 / 3.94 / 1.76,2:4,8601,4.36,3.94,1.76,2,4,Burnley,BUR ,Chelsea,CHE 
27.10.19 ,3.06 / 3.13 / 2.46,1:1,8602,3.06,3.13,2.46,1,1,Newcastle,NEW ,Wolverhampton,WOL 
27.10.19 ,1.45 / 4.72 / 6.48,2:1,8603,1.45,4.72,6.48,2,1,Liverpool,LIV ,Tottenham,TOT 
27.10.19 ,1.45 / 4.74 / 6.44,2:2,8604,1.45,4.74,6.44,2,2,Arsenal,ARS ,Crystal Palace,CRY 
27.10.19 ,4.21 / 3.96 / 1.78,1:3,8605,4.21,3.96,1.78,1,3,Norwich,NOR ,Man United,MUN 
02.11.19 ,2.96 / 3.48 / 2.33,1:0,8606,2.96,3.48,2.33,1,0,Bournemouth,BOU ,Man United,MUN 
02.11.19 ,1.89 / 3.63 / 3.99,2:3,6104,1.89,3.63,3.99,2,3,West Ham,WHU ,Newcastle,NEW 
02.11.19 ,1.82 / 3.88 / 4.05,2:0,8607,1.82,3.88,4.05,2,0,Brighton Hove,BHA ,Norwich,NOR 
02.11.19 ,2.22 / 3.26 / 3.35,3:0,8611,2.22,3.26,3.35,3,0,Sheffield Utd,SHE ,Burnley,BUR 
02.11.19 ,1.64 / 4.09 / 4.97,1:1,8610,1.64,4.09,4.97,1,1,Arsenal,ARS ,Wolverhampton,WOL 
02.11.19 ,1.12 / 9.27 / 20.46,2:1,8609,1.12,9.27,20.46,2,1,Man City,MCI ,Southampton,SOU 
02.11.19 ,7.43 / 4.94 / 1.39,1:2,8608,7.43,4.94,1.39,1,2,Aston Villa,AST ,Liverpool,LIV 
02.11.19 ,4.59 / 4.09 / 1.69,1:2,8612,4.59,4.09,1.69,1,2,Watford,WAT ,Chelsea,CHE 
03.11.19 ,3.46 / 3.39 / 2.12,0:2,8613,3.46,3.39,2.12,0,2,Crystal Palace,CRY ,Leicester City,LEI 
03.11.19 ,2.85 / 3.44 / 2.42,1:1,7910,2.85,3.44,2.42,1,1,Everton,EVE ,Tottenham,TOT 
08.11.19 ,2.49 / 3.59 / 2.70,0:2,8614,2.49,3.59,2.70,0,2,Norwich,NOR ,Watford,WAT 
09.11.19 ,1.35 / 5.24 / 8.40,2:0,8615,1.35,5.24,8.40,2,0,Chelsea,CHE ,Crystal Palace,CRY 
09.11.19 ,1.50 / 4.45 / 6.23,1:1,1201,1.50,4.45,6.23,1,1,Tottenham,TOT ,Sheffield Utd,SHE 
09.11.19 ,2.76 / 3.44 / 2.51,1:2,8617,2.76,3.44,2.51,1,2,Southampton,SOU ,Everton,EVE 
09.11.19 ,2.58 / 3.31 / 2.75,2:1,8616,2.58,3.31,2.75,2,1,Newcastle,NEW ,Bournemouth,BOU 
09.11.19 ,2.37 / 3.49 / 2.92,3:0,1360,2.37,3.49,2.92,3,0,Burnley,BUR ,West Ham,WHU 
09.11.19 ,2.37 / 3.61 / 2.83,2:0,8618,2.37,3.61,2.83,2,0,Leicester City,LEI ,Arsenal,ARS 
10.11.19 ,1.88 / 3.57 / 4.17,2:1,8619,1.88,3.57,4.17,2,1,Wolverhampton,WOL ,Aston Villa,AST 
10.11.19 ,1.55 / 3.97 / 6.46,3:1,8620,1.55,3.97,6.46,3,1,Man United,MUN ,Brighton Hove,BHA 
10.11.19 ,2.55 / 3.40 / 2.63,3:1,8621,2.55,3.40,2.63,3,1,Liverpool,LIV ,Man City,MCI 
23.11.19 ,3.13 / 3.57 / 2.15,2:3,8622,3.13,3.57,2.15,2,3,West Ham,WHU ,Tottenham,TOT 
23.11.19 ,2.14 / 3.42 / 3.29,0:3,8627,2.14,3.42,3.29,0,3,Watford,WAT ,Burnley,BUR 
23.11.19 ,1.47 / 4.48 / 6.00,2:2,8623,1.47,4.48,6.00,2,2,Arsenal,ARS ,Southampton,SOU 
23.11.19 ,1.52 / 4.31 / 5.69,0:2,8624,1.52,4.31,5.69,0,2,Everton,EVE ,Norwich,NOR 
23.11.19 ,6.92 / 4.71 / 1.41,1:2,8625,6.92,4.71,1.41,1,2,Crystal Palace,CRY ,Liverpool,LIV 
23.11.19 ,2.60 / 3.28 / 2.66,1:2,8628,2.60,3.28,2.66,1,2,Bournemouth,BOU ,Wolverhampton,WOL 
23.11.19 ,3.37 / 3.44 / 2.09,0:2,8626,3.37,3.44,2.09,0,2,Brighton Hove,BHA ,Leicester City,LEI 
23.11.19 ,1.32 / 5.28 / 8.53,2:1,1924,1.32,5.28,8.53,2,1,Man City,MCI ,Chelsea,CHE 
24.11.19 ,3.35 / 3.31 / 2.15,3:3,8629,3.35,3.31,2.15,3,3,Sheffield Utd,SHE ,Man United,MUN 
25.11.19 ,2.08 / 3.42 / 3.41,2:0,8630,2.08,3.42,3.41,2,0,Aston Villa,AST ,Newcastle,NEW 
30.11.19 ,13.12 / 6.88 / 1.19,2:2,8631,13.12,6.88,1.19,2,2,Newcastle,NEW ,Man City,MCI 
30.11.19 ,1.21 / 6.31 / 12.18,2:1,8632,1.21,6.31,12.18,2,1,Liverpool,LIV ,Brighton Hove,BHA 
30.11.19 ,1.38 / 4.88 / 7.22,0:1,8633,1.38,4.88,7.22,0,1,Chelsea,CHE ,West Ham,WHU 
30.11.19 ,1.51 / 4.49 / 5.60,3:2,8634,1.51,4.49,5.60,3,2,Tottenham,TOT ,Bournemouth,BOU 
30.11.19 ,2.23 / 3.25 / 3.24,0:2,8635,2.23,3.25,3.24,0,2,Burnley,BUR ,Crystal Palace,CRY 
30.11.19 ,2.17 / 3.41 / 3.22,2:1,8636,2.17,3.41,3.22,2,1,Southampton,SOU ,Watford,WAT 
01.12.19 ,4.38 / 4.03 / 1.70,2:2,8638,4.38,4.03,1.70,2,2,Norwich,NOR ,Arsenal,ARS 
01.12.19 ,2.04 / 3.30 / 3.71,1:1,8637,2.04,3.30,3.71,1,1,Wolverhampton,WOL ,Sheffield Utd,SHE 
01.12.19 ,1.42 / 4.59 / 7.05,2:2,2263,1.42,4.59,7.05,2,2,Man United,MUN ,Aston Villa,AST 
01.12.19 ,1.79 / 3.70 / 4.22,2:1,8639,1.79,3.70,4.22,2,1,Leicester City,LEI ,Everton,EVE 
03.12.19 ,2.18 / 3.37 / 3.31,1:0,8640,2.18,3.37,3.31,1,0,Crystal Palace,CRY ,Bournemouth,BOU 
03.12.19 ,12.86 / 6.16 / 1.22,1:4,8641,12.86,6.16,1.22,1,4,Burnley,BUR ,Man City,MCI 
04.12.19 ,2.57 / 3.42 / 2.64,2:1,8643,2.57,3.42,2.64,2,1,Man United,MUN ,Tottenham,TOT 
04.12.19 ,1.72 / 4.04 / 4.37,2:1,8646,1.72,4.04,4.37,2,1,Southampton,SOU ,Norwich,NOR 
04.12.19 ,1.28 / 5.83 / 10.03,2:1,8645,1.28,5.83,10.03,2,1,Chelsea,CHE ,Aston Villa,AST 
04.12.19 ,1.36 / 4.88 / 8.56,2:0,8644,1.36,4.88,8.56,2,0,Leicester City,LEI ,Watford,WAT 
04.12.19 ,1.84 / 3.31 / 4.37,2:0,8642,1.84,3.31,4.37,2,0,Wolverhampton,WOL ,West Ham,WHU 
04.12.19 ,1.34 / 5.10 / 8.79,5:2,8647,1.34,5.10,8.79,5,2,Liverpool,LIV ,Everton,EVE 
05.12.19 ,1.97 / 3.25 / 4.08,0:2,8648,1.97,3.25,4.08,0,2,Sheffield Utd,SHE ,Newcastle,NEW 
05.12.19 ,1.54 / 4.33 / 5.39,1:2,8649,1.54,4.33,5.39,1,2,Arsenal,ARS ,Brighton Hove,BHA 
07.12.19 ,3.40 / 3.72 / 2.04,3:1,8650,3.40,3.72,2.04,3,1,Everton,EVE ,Chelsea,CHE 
07.12.19 ,6.78 / 4.83 / 1.43,0:3,8653,6.78,4.83,1.43,0,3,Bournemouth,BOU ,Liverpool,LIV 
07.12.19 ,1.41 / 4.85 / 7.48,5:0,8651,1.41,4.85,7.48,5,0,Tottenham,TOT ,Burnley,BUR 
07.12.19 ,2.44 / 3.31 / 2.94,0:0,8652,2.44,3.31,2.94,0,0,Watford,WAT ,Crystal Palace,CRY 
07.12.19 ,1.37 / 5.75 / 8.60,1:2,8654,1.37,5.75,8.60,1,2,Man City,MCI ,Man United,MUN 
08.12.19 ,2.87 / 3.45 / 2.41,1:2,8657,2.87,3.45,2.41,1,2,Norwich,NOR ,Sheffield Utd,SHE 
08.12.19 ,2.69 / 3.26 / 2.67,2:1,8656,2.69,3.26,2.67,2,1,Newcastle,NEW ,Southampton,SOU 
08.12.19 ,4.29 / 3.94 / 1.78,1:4,8655,4.29,3.94,1.78,1,4,Aston Villa,AST ,Leicester City,LEI 
08.12.19 ,2.66 / 3.15 / 2.78,2:2,6117,2.66,3.15,2.78,2,2,Brighton Hove,BHA ,Wolverhampton,WOL 
09.12.19 ,3.70 / 4.11 / 1.85,1:3,8658,3.70,4.11,1.85,1,3,West Ham,WHU ,Arsenal,ARS 
14.12.19 ,1.22 / 6.68 / 12.33,2:0,8659,1.22,6.68,12.33,2,0,Liverpool,LIV ,Watford,WAT 
14.12.19 ,1.95 / 3.62 / 3.81,2:0,8661,1.95,3.62,3.81,2,0,Sheffield Utd,SHE ,Aston Villa,AST 
14.12.19 ,1.30 / 5.71 / 9.22,0:1,8660,1.30,5.71,9.22,0,1,Chelsea,CHE ,Bournemouth,BOU 
14.12.19 ,2.02 / 3.43 / 3.77,1:0,8663,2.02,3.43,3.77,1,0,Burnley,BUR ,Newcastle,NEW 
14.12.19 ,1.25 / 6.20 / 11.10,1:1,8662,1.25,6.20,11.10,1,1,Leicester City,LEI ,Norwich,NOR 
14.12.19 ,1.91 / 3.81 / 3.78,0:1,8664,1.91,3.81,3.78,0,1,Southampton,SOU ,West Ham,WHU 
15.12.19 ,1.75 / 3.72 / 4.72,1:1,8666,1.75,3.72,4.72,1,1,Man United,MUN ,Everton,EVE 
15.12.19 ,3.13 / 3.44 / 2.26,1:2,8665,3.13,3.44,2.26,1,2,Wolverhampton,WOL ,Tottenham,TOT 
15.12.19 ,5.35 / 4.77 / 1.52,0:3,8667,5.35,4.77,1.52,0,3,Arsenal,ARS ,Man City,MCI 
16.12.19 ,2.31 / 3.20 / 3.20,1:1,8668,2.31,3.20,3.20,1,1,Crystal Palace,CRY ,Brighton Hove,BHA 
21.12.19 ,2.55 / 3.62 / 2.58,0:0,8669,2.55,3.62,2.58,0,0,Everton,EVE ,Arsenal,ARS 
21.12.19 ,2.47 / 3.13 / 3.00,1:0,8671,2.47,3.13,3.00,1,0,Newcastle,NEW ,Crystal Palace,CRY 
21.12.19 ,2.21 / 3.46 / 3.15,0:1,8674,2.21,3.46,3.15,0,1,Bournemouth,BOU ,Burnley,BUR 
21.12.19 ,2.30 / 3.21 / 3.21,0:1,8673,2.30,3.21,3.21,0,1,Brighton Hove,BHA ,Sheffield Utd,SHE 
21.12.19 ,3.59 / 3.65 / 1.98,1:2,8672,3.59,3.65,1.98,1,2,Norwich,NOR ,Wolverhampton,WOL 
21.12.19 ,2.32 / 3.57 / 2.88,1:3,8670,2.32,3.57,2.88,1,3,Aston Villa,AST ,Southampton,SOU 
21.12.19 ,1.47 / 4.67 / 6.17,3:1,8675,1.47,4.67,6.17,3,1,Man City,MCI ,Leicester City,LEI 
22.12.19 ,4.06 / 3.76 / 1.84,2:0,8676,4.06,3.76,1.84,2,0,Watford,WAT ,Man United,MUN 
22.12.19 ,2.31 / 3.66 / 2.84,0:2,8677,2.31,3.66,2.84,0,2,Tottenham,TOT ,Chelsea,CHE 
26.12.19 ,1.41 / 4.72 / 7.12,2:1,8678,1.41,4.72,7.12,2,1,Tottenham,TOT ,Brighton Hove,BHA 
26.12.19 ,1.32 / 5.30 / 8.62,0:2,8680,1.32,5.30,8.62,0,2,Chelsea,CHE ,Southampton,SOU 
26.12.19 ,3.64 / 3.95 / 1.88,1:1,8684,3.64,3.95,1.88,1,1,Bournemouth,BOU ,Arsenal,ARS 
26.12.19 ,2.07 / 3.54 / 3.42,2:1,8683,2.07,3.54,3.42,2,1,Crystal Palace,CRY ,West Ham,WHU 
26.12.19 ,1.91 / 3.38 / 4.15,1:1,8682,1.91,3.38,4.15,1,1,Sheffield Utd,SHE ,Watford,WAT 
26.12.19 ,1.68 / 3.87 / 4.88,1:0,8681,1.68,3.87,4.88,1,0,Everton,EVE ,Burnley,BUR 
26.12.19 ,1.97 / 3.85 / 3.46,1:0,8679,1.97,3.85,3.46,1,0,Aston Villa,AST ,Norwich,NOR 
26.12.19 ,1.40 / 4.72 / 7.54,4:1,8685,1.40,4.72,7.54,4,1,Man United,MUN ,Newcastle,NEW 
26.12.19 ,3.12 / 3.57 / 2.19,0:4,8686,3.12,3.57,2.19,0,4,Leicester City,LEI ,Liverpool,LIV 
27.12.19 ,7.51 / 4.76 / 1.39,3:2,8687,7.51,4.76,1.39,3,2,Wolverhampton,WOL ,Man City,MCI 
28.12.19 ,2.05 / 3.48 / 3.58,2:0,8688,2.05,3.48,3.58,2,0,Brighton Hove,BHA ,Bournemouth,BOU 
28.12.19 ,2.17 / 3.37 / 3.41,3:0,8690,2.17,3.37,3.41,3,0,Watford,WAT ,Aston Villa,AST 
28.12.19 ,2.45 / 3.32 / 2.91,1:1,2306,2.45,3.32,2.91,1,1,Southampton,SOU ,Crystal Palace,CRY 
28.12.19 ,2.67 / 3.37 / 2.63,1:2,8689,2.67,3.37,2.63,1,2,Newcastle,NEW ,Everton,EVE 
28.12.19 ,5.13 / 4.59 / 1.60,2:2,8691,5.13,4.59,1.60,2,2,Norwich,NOR ,Tottenham,TOT 
28.12.19 ,3.90 / 3.85 / 1.87,1:2,8692,3.90,3.85,1.87,1,2,West Ham,WHU ,Leicester City,LEI 
28.12.19 ,3.68 / 3.42 / 2.04,0:2,8693,3.68,3.42,2.04,0,2,Burnley,BUR ,Man United,MUN 
29.12.19 ,2.81 / 3.54 / 2.35,1:2,2322,2.81,3.54,2.35,1,2,Arsenal,ARS ,Chelsea,CHE 
29.12.19 ,1.24 / 6.03 / 10.33,1:0,8694,1.24,6.03,10.33,1,0,Liverpool,LIV ,Wolverhampton,WOL 
29.12.19 ,1.12 / 7.82 / 15.75,2:0,8695,1.12,7.82,15.75,2,0,Man City,MCI ,Sheffield Utd,SHE 
01.01.20 ,1.85 / 3.76 / 4.22,1:2,8696,1.85,3.76,4.22,1,2,Burnley,BUR ,Aston Villa,AST 
01.01.20 ,3.83 / 3.82 / 1.92,1:1,8697,3.83,3.82,1.92,1,1,Brighton Hove,BHA ,Chelsea,CHE 
