period,odds,score,matchID,odds_home,odds_draw,odds_away,score_home,score_away,home_name,home_short,away_name,away_short
 28.08.21 28.08. 16h00 SCHEDULED ,/  /,-:-,18702,/  /,,,-,-,Newcastle,NEW ,Southampton,SOU 
 28.08.21 28.08. 16h00 SCHEDULED ,/  /,-:-,18697,/  /,,,-,-,West Ham,WHU ,Crystal Palace,CRY 
 28.08.21 28.08. 16h00 SCHEDULED ,/  /,-:-,18710,/  /,,,-,-,Brighton Hove,BHA ,Everton,EVE 
 28.08.21 28.08. 18h30 SCHEDULED ,/  /,-:-,18499,/  /,,,-,-,Liverpool,LIV ,Chelsea,CHE 
 29.08.21 29.08. 15h00 SCHEDULED ,/  /,-:-,18709,/  /,,,-,-,Burnley,BUR ,Leeds United,LEE 
 29.08.21 29.08. 15h00 SCHEDULED ,/  /,-:-,18495,/  /,,,-,-,Tottenham,TOT ,Watford,WAT 
 29.08.21 29.08. 17h30 SCHEDULED ,/  /,-:-,18695,/  /,,,-,-,Wolverhampton,WOL ,Man United,MUN 
 11.09.21 11.09. 13h30 SCHEDULED ,/  /,-:-,18725,/  /,,,-,-,Crystal Palace,CRY ,Tottenham,TOT 
 11.09.21 11.09. 16h00 SCHEDULED ,/  /,-:-,18718,/  /,,,-,-,Man United,MUN ,Newcastle,NEW 
 11.09.21 11.09. 16h00 SCHEDULED ,/  /,-:-,18720,/  /,,,-,-,Leicester City,LEI ,Man City,MCI 
 11.09.21 11.09. 16h00 SCHEDULED ,/  /,-:-,18731,/  /,,,-,-,Arsenal,ARS ,Norwich,NOR 
 11.09.21 11.09. 16h00 SCHEDULED ,/  /,-:-,18729,/  /,,,-,-,Brentford,BRE ,Brighton Hove,BHA 
 11.09.21 11.09. 16h00 SCHEDULED ,/  /,-:-,18714,/  /,,,-,-,Watford,WAT ,Wolverhampton,WOL 
 11.09.21 11.09. 16h00 SCHEDULED ,/  /,-:-,18716,/  /,,,-,-,Southampton,SOU ,West Ham,WHU 
 11.09.21 11.09. 18h30 SCHEDULED ,/  /,-:-,18727,/  /,,,-,-,Chelsea,CHE ,Aston Villa,AST 
 12.09.21 12.09. 17h30 SCHEDULED ,/  /,-:-,18722,/  /,,,-,-,Leeds United,LEE ,Liverpool,LIV 
 13.09.21 13.09. 21h00 SCHEDULED ,/  /,-:-,18724,/  /,,,-,-,Everton,EVE ,Burnley,BUR 
 17.09.21 17.09. 21h00 SCHEDULED ,/  /,-:-,18741,/  /,,,-,-,Newcastle,NEW ,Leeds United,LEE 
 18.09.21 18.09. 13h30 SCHEDULED ,/  /,-:-,18733,/  /,,,-,-,Wolverhampton,WOL ,Brentford,BRE 
 18.09.21 18.09. 16h00 SCHEDULED ,/  /,-:-,18518,/  /,,,-,-,Man City,MCI ,Southampton,SOU 
 18.09.21 18.09. 16h00 SCHEDULED ,/  /,-:-,18520,/  /,,,-,-,Burnley,BUR ,Arsenal,ARS 
 18.09.21 18.09. 16h00 SCHEDULED ,/  /,-:-,18519,/  /,,,-,-,Liverpool,LIV ,Crystal Palace,CRY 
 18.09.21 18.09. 16h00 SCHEDULED ,/  /,-:-,18516,/  /,,,-,-,Norwich,NOR ,Watford,WAT 
 18.09.21 18.09. 18h30 SCHEDULED ,/  /,-:-,18522,/  /,,,-,-,Aston Villa,AST ,Everton,EVE 
 19.09.21 19.09. 15h00 SCHEDULED ,/  /,-:-,18735,/  /,,,-,-,West Ham,WHU ,Man United,MUN 
 19.09.21 19.09. 15h00 SCHEDULED ,/  /,-:-,18748,/  /,,,-,-,Brighton Hove,BHA ,Leicester City,LEI 
 19.09.21 19.09. 17h30 SCHEDULED ,/  /,-:-,18515,/  /,,,-,-,Tottenham,TOT ,Chelsea,CHE 
 25.09.21 25.09. 13h30 SCHEDULED ,/  /,-:-,18530,/  /,,,-,-,Chelsea,CHE ,Man City,MCI 
 25.09.21 25.09. 16h00 SCHEDULED ,/  /,-:-,18760,/  /,,,-,-,Leeds United,LEE ,West Ham,WHU 
 25.09.21 25.09. 16h00 SCHEDULED ,/  /,-:-,18526,/  /,,,-,-,Leicester City,LEI ,Burnley,BUR 
 25.09.21 25.09. 16h00 SCHEDULED ,/  /,-:-,18525,/  /,,,-,-,Man United,MUN ,Aston Villa,AST 
 25.09.21 25.09. 16h00 SCHEDULED ,/  /,-:-,18523,/  /,,,-,-,Watford,WAT ,Newcastle,NEW 
 25.09.21 25.09. 16h00 SCHEDULED ,/  /,-:-,18762,/  /,,,-,-,Everton,EVE ,Norwich,NOR 
 25.09.21 25.09. 18h30 SCHEDULED ,/  /,-:-,18769,/  /,,,-,-,Brentford,BRE ,Liverpool,LIV 
 26.09.21 26.09. 15h00 SCHEDULED ,/  /,-:-,18754,/  /,,,-,-,Southampton,SOU ,Wolverhampton,WOL 
 26.09.21 26.09. 17h30 SCHEDULED ,/  /,-:-,18771,/  /,,,-,-,Arsenal,ARS ,Tottenham,TOT 
 27.09.21 27.09. 21h00 SCHEDULED ,/  /,-:-,18529,/  /,,,-,-,Crystal Palace,CRY ,Brighton Hove,BHA 
 02.10.21 02.10. 16h00 SCHEDULED ,/  /,-:-,18539,/  /,,,-,-,Crystal Palace,CRY ,Leicester City,LEI 
 02.10.21 02.10. 16h00 SCHEDULED ,/  /,-:-,18535,/  /,,,-,-,Tottenham,TOT ,Aston Villa,AST 
 02.10.21 02.10. 16h00 SCHEDULED ,/  /,-:-,18779,/  /,,,-,-,Liverpool,LIV ,Man City,MCI 
 02.10.21 02.10. 16h00 SCHEDULED ,/  /,-:-,18534,/  /,,,-,-,West Ham,WHU ,Brentford,BRE 
 02.10.21 02.10. 16h00 SCHEDULED ,/  /,-:-,18536,/  /,,,-,-,Man United,MUN ,Everton,EVE 
 02.10.21 02.10. 16h00 SCHEDULED ,/  /,-:-,18533,/  /,,,-,-,Wolverhampton,WOL ,Newcastle,NEW 
 02.10.21 02.10. 16h00 SCHEDULED ,/  /,-:-,18781,/  /,,,-,-,Leeds United,LEE ,Watford,WAT 
 02.10.21 02.10. 16h00 SCHEDULED ,/  /,-:-,18785,/  /,,,-,-,Chelsea,CHE ,Southampton,SOU 
 02.10.21 02.10. 16h00 SCHEDULED ,/  /,-:-,18788,/  /,,,-,-,Burnley,BUR ,Norwich,NOR 
 02.10.21 02.10. 18h30 SCHEDULED ,/  /,-:-,18789,/  /,,,-,-,Brighton Hove,BHA ,Arsenal,ARS 
 16.10.21 16.10. 16h00 SCHEDULED ,/  /,-:-,18543,/  /,,,-,-,Watford,WAT ,Liverpool,LIV 
 16.10.21 16.10. 16h00 SCHEDULED ,/  /,-:-,18804,/  /,,,-,-,Brentford,BRE ,Chelsea,CHE 
 16.10.21 16.10. 16h00 SCHEDULED ,/  /,-:-,18802,/  /,,,-,-,Everton,EVE ,West Ham,WHU 
 16.10.21 16.10. 16h00 SCHEDULED ,/  /,-:-,18801,/  /,,,-,-,Leicester City,LEI ,Man United,MUN 
 16.10.21 16.10. 16h00 SCHEDULED ,/  /,-:-,18799,/  /,,,-,-,Man City,MCI ,Burnley,BUR 
 16.10.21 16.10. 16h00 SCHEDULED ,/  /,-:-,18797,/  /,,,-,-,Newcastle,NEW ,Tottenham,TOT 
 16.10.21 16.10. 16h00 SCHEDULED ,/  /,-:-,18795,/  /,,,-,-,Norwich,NOR ,Brighton Hove,BHA 
 16.10.21 16.10. 16h00 SCHEDULED ,/  /,-:-,18793,/  /,,,-,-,Southampton,SOU ,Leeds United,LEE 
 16.10.21 16.10. 16h00 SCHEDULED ,/  /,-:-,18551,/  /,,,-,-,Aston Villa,AST ,Wolverhampton,WOL 
 18.10.21 18.10. 21h00 SCHEDULED ,/  /,-:-,18807,/  /,,,-,-,Arsenal,ARS ,Crystal Palace,CRY 
 23.10.21 23.10. 16h00 SCHEDULED ,/  /,-:-,18556,/  /,,,-,-,Leeds United,LEE ,Wolverhampton,WOL 
 23.10.21 23.10. 16h00 SCHEDULED ,/  /,-:-,18813,/  /,,,-,-,Man United,MUN ,Liverpool,LIV 
 23.10.21 23.10. 16h00 SCHEDULED ,/  /,-:-,18826,/  /,,,-,-,Arsenal,ARS ,Aston Villa,AST 
 23.10.21 23.10. 16h00 SCHEDULED ,/  /,-:-,18557,/  /,,,-,-,Everton,EVE ,Watford,WAT 
 23.10.21 23.10. 16h00 SCHEDULED ,/  /,-:-,18811,/  /,,,-,-,Southampton,SOU ,Burnley,BUR 
 23.10.21 23.10. 16h00 SCHEDULED ,/  /,-:-,18809,/  /,,,-,-,West Ham,WHU ,Tottenham,TOT 
 23.10.21 23.10. 16h00 SCHEDULED ,/  /,-:-,18561,/  /,,,-,-,Brentford,BRE ,Leicester City,LEI 
 23.10.21 23.10. 16h00 SCHEDULED ,/  /,-:-,18560,/  /,,,-,-,Brighton Hove,BHA ,Man City,MCI 
 23.10.21 23.10. 16h00 SCHEDULED ,/  /,-:-,18559,/  /,,,-,-,Chelsea,CHE ,Norwich,NOR 
 23.10.21 23.10. 16h00 SCHEDULED ,/  /,-:-,18558,/  /,,,-,-,Crystal Palace,CRY ,Newcastle,NEW 
 30.10.21 30.10. 13h30 SCHEDULED ,/  /,-:-,18570,/  /,,,-,-,Leicester City,LEI ,Arsenal,ARS 
 30.10.21 30.10. 16h00 SCHEDULED ,/  /,-:-,18836,/  /,,,-,-,Man City,MCI ,Crystal Palace,CRY 
 30.10.21 30.10. 16h00 SCHEDULED ,/  /,-:-,18828,/  /,,,-,-,Wolverhampton,WOL ,Everton,EVE 
 30.10.21 30.10. 16h00 SCHEDULED ,/  /,-:-,18838,/  /,,,-,-,Liverpool,LIV ,Brighton Hove,BHA 
 30.10.21 30.10. 16h00 SCHEDULED ,/  /,-:-,18830,/  /,,,-,-,Watford,WAT ,Southampton,SOU 
 30.10.21 30.10. 16h00 SCHEDULED ,/  /,-:-,18835,/  /,,,-,-,Newcastle,NEW ,Chelsea,CHE 
 30.10.21 30.10. 16h00 SCHEDULED ,/  /,-:-,18833,/  /,,,-,-,Norwich,NOR ,Leeds United,LEE 
 30.10.21 30.10. 16h00 SCHEDULED ,/  /,-:-,18572,/  /,,,-,-,Aston Villa,AST ,West Ham,WHU 
 30.10.21 30.10. 16h00 SCHEDULED ,/  /,-:-,18571,/  /,,,-,-,Burnley,BUR ,Brentford,BRE 
 30.10.21 30.10. 16h00 SCHEDULED ,/  /,-:-,18831,/  /,,,-,-,Tottenham,TOT ,Man United,MUN 
 06.11.21 06.11. 16h00 SCHEDULED ,/  /,-:-,18862,/  /,,,-,-,Arsenal,ARS ,Watford,WAT 
 06.11.21 06.11. 16h00 SCHEDULED ,/  /,-:-,18578,/  /,,,-,-,Crystal Palace,CRY ,Wolverhampton,WOL 
 06.11.21 06.11. 16h00 SCHEDULED ,/  /,-:-,18577,/  /,,,-,-,Everton,EVE ,Tottenham,TOT 
 06.11.21 06.11. 16h00 SCHEDULED ,/  /,-:-,18576,/  /,,,-,-,Leeds United,LEE ,Leicester City,LEI 
 06.11.21 06.11. 16h00 SCHEDULED ,/  /,-:-,18575,/  /,,,-,-,Man United,MUN ,Man City,MCI 
 06.11.21 06.11. 16h00 SCHEDULED ,/  /,-:-,18574,/  /,,,-,-,Southampton,SOU ,Aston Villa,AST 
 06.11.21 06.11. 16h00 SCHEDULED ,/  /,-:-,18573,/  /,,,-,-,West Ham,WHU ,Liverpool,LIV 
 06.11.21 06.11. 16h00 SCHEDULED ,/  /,-:-,18858,/  /,,,-,-,Brighton Hove,BHA ,Newcastle,NEW 
 06.11.21 06.11. 16h00 SCHEDULED ,/  /,-:-,18860,/  /,,,-,-,Brentford,BRE ,Norwich,NOR 
 06.11.21 06.11. 16h00 SCHEDULED ,/  /,-:-,18579,/  /,,,-,-,Chelsea,CHE ,Burnley,BUR 
 20.11.21 20.11. 16h00 SCHEDULED ,/  /,-:-,18878,/  /,,,-,-,Burnley,BUR ,Crystal Palace,CRY 
 20.11.21 20.11. 16h00 SCHEDULED ,/  /,-:-,18585,/  /,,,-,-,Tottenham,TOT ,Leeds United,LEE 
 20.11.21 20.11. 16h00 SCHEDULED ,/  /,-:-,18586,/  /,,,-,-,Norwich,NOR ,Southampton,SOU 
 20.11.21 20.11. 16h00 SCHEDULED ,/  /,-:-,18588,/  /,,,-,-,Man City,MCI ,Everton,EVE 
 20.11.21 20.11. 16h00 SCHEDULED ,/  /,-:-,18589,/  /,,,-,-,Liverpool,LIV ,Arsenal,ARS 
 20.11.21 20.11. 16h00 SCHEDULED ,/  /,-:-,18863,/  /,,,-,-,Wolverhampton,WOL ,West Ham,WHU 
 20.11.21 20.11. 16h00 SCHEDULED ,/  /,-:-,18865,/  /,,,-,-,Watford,WAT ,Man United,MUN 
 20.11.21 20.11. 16h00 SCHEDULED ,/  /,-:-,18870,/  /,,,-,-,Newcastle,NEW ,Brentford,BRE 
 20.11.21 20.11. 16h00 SCHEDULED ,/  /,-:-,18876,/  /,,,-,-,Leicester City,LEI ,Chelsea,CHE 
 20.11.21 20.11. 16h00 SCHEDULED ,/  /,-:-,18880,/  /,,,-,-,Aston Villa,AST ,Brighton Hove,BHA 
 27.11.21 27.11. 16h00 SCHEDULED ,/  /,-:-,18887,/  /,,,-,-,Leicester City,LEI ,Watford,WAT 
 27.11.21 27.11. 16h00 SCHEDULED ,/  /,-:-,18885,/  /,,,-,-,Liverpool,LIV ,Southampton,SOU 
 27.11.21 27.11. 16h00 SCHEDULED ,/  /,-:-,18882,/  /,,,-,-,Norwich,NOR ,Wolverhampton,WOL 
 27.11.21 27.11. 16h00 SCHEDULED ,/  /,-:-,18883,/  /,,,-,-,Man City,MCI ,West Ham,WHU 
 27.11.21 27.11. 16h00 SCHEDULED ,/  /,-:-,18600,/  /,,,-,-,Brighton Hove,BHA ,Leeds United,LEE 
 27.11.21 27.11. 16h00 SCHEDULED ,/  /,-:-,18899,/  /,,,-,-,Arsenal,ARS ,Newcastle,NEW 
 27.11.21 27.11. 16h00 SCHEDULED ,/  /,-:-,18601,/  /,,,-,-,Brentford,BRE ,Everton,EVE 
 27.11.21 27.11. 16h00 SCHEDULED ,/  /,-:-,18893,/  /,,,-,-,Burnley,BUR ,Tottenham,TOT 
 27.11.21 27.11. 16h00 SCHEDULED ,/  /,-:-,18891,/  /,,,-,-,Chelsea,CHE ,Man United,MUN 
 27.11.21 27.11. 16h00 SCHEDULED ,/  /,-:-,18889,/  /,,,-,-,Crystal Palace,CRY ,Aston Villa,AST 
 30.11.21 30.11. 20h45 SCHEDULED ,/  /,-:-,18608,/  /,,,-,-,Aston Villa,AST ,Man City,MCI 
 30.11.21 30.11. 20h45 SCHEDULED ,/  /,-:-,18900,/  /,,,-,-,Wolverhampton,WOL ,Burnley,BUR 
 30.11.21 30.11. 20h45 SCHEDULED ,/  /,-:-,18606,/  /,,,-,-,Leeds United,LEE ,Crystal Palace,CRY 
 30.11.21 30.11. 20h45 SCHEDULED ,/  /,-:-,18607,/  /,,,-,-,Everton,EVE ,Liverpool,LIV 
 30.11.21 30.11. 20h45 SCHEDULED ,/  /,-:-,18904,/  /,,,-,-,Watford,WAT ,Chelsea,CHE 
 30.11.21 30.11. 20h45 SCHEDULED ,/  /,-:-,18902,/  /,,,-,-,West Ham,WHU ,Brighton Hove,BHA 
 30.11.21 30.11. 21h00 SCHEDULED ,/  /,-:-,18609,/  /,,,-,-,Man United,MUN ,Arsenal,ARS 
 01.12.21 01.12. 20h45 SCHEDULED ,/  /,-:-,18612,/  /,,,-,-,Newcastle,NEW ,Norwich,NOR 
 01.12.21 01.12. 20h45 SCHEDULED ,/  /,-:-,18914,/  /,,,-,-,Tottenham,TOT ,Brentford,BRE 
 01.12.21 01.12. 20h45 SCHEDULED ,/  /,-:-,18611,/  /,,,-,-,Southampton,SOU ,Leicester City,LEI 
 04.12.21 04.12. 16h00 SCHEDULED ,/  /,-:-,18938,/  /,,,-,-,Aston Villa,AST ,Leicester City,LEI 
 04.12.21 04.12. 16h00 SCHEDULED ,/  /,-:-,18936,/  /,,,-,-,Everton,EVE ,Arsenal,ARS 
 04.12.21 04.12. 16h00 SCHEDULED ,/  /,-:-,18613,/  /,,,-,-,Wolverhampton,WOL ,Liverpool,LIV 
 04.12.21 04.12. 16h00 SCHEDULED ,/  /,-:-,18616,/  /,,,-,-,Tottenham,TOT ,Norwich,NOR 
 04.12.21 04.12. 16h00 SCHEDULED ,/  /,-:-,18620,/  /,,,-,-,Leeds United,LEE ,Brentford,BRE 
 04.12.21 04.12. 16h00 SCHEDULED ,/  /,-:-,18614,/  /,,,-,-,West Ham,WHU ,Chelsea,CHE 
 04.12.21 04.12. 16h00 SCHEDULED ,/  /,-:-,18617,/  /,,,-,-,Southampton,SOU ,Brighton Hove,BHA 
 04.12.21 04.12. 16h00 SCHEDULED ,/  /,-:-,18615,/  /,,,-,-,Watford,WAT ,Man City,MCI 
 04.12.21 04.12. 16h00 SCHEDULED ,/  /,-:-,18930,/  /,,,-,-,Newcastle,NEW ,Burnley,BUR 
 04.12.21 04.12. 16h00 SCHEDULED ,/  /,-:-,18932,/  /,,,-,-,Man United,MUN ,Crystal Palace,CRY 
 11.12.21 11.12. 16h00 SCHEDULED ,/  /,-:-,18942,/  /,,,-,-,Man City,MCI ,Wolverhampton,WOL 
 11.12.21 11.12. 16h00 SCHEDULED ,/  /,-:-,18948,/  /,,,-,-,Crystal Palace,CRY ,Everton,EVE 
 11.12.21 11.12. 16h00 SCHEDULED ,/  /,-:-,18946,/  /,,,-,-,Leicester City,LEI ,Newcastle,NEW 
 11.12.21 11.12. 16h00 SCHEDULED ,/  /,-:-,18941,/  /,,,-,-,Norwich,NOR ,Man United,MUN 
 11.12.21 11.12. 16h00 SCHEDULED ,/  /,-:-,18628,/  /,,,-,-,Chelsea,CHE ,Leeds United,LEE 
 11.12.21 11.12. 16h00 SCHEDULED ,/  /,-:-,18629,/  /,,,-,-,Burnley,BUR ,West Ham,WHU 
 11.12.21 11.12. 16h00 SCHEDULED ,/  /,-:-,18630,/  /,,,-,-,Brighton Hove,BHA ,Tottenham,TOT 
 11.12.21 11.12. 16h00 SCHEDULED ,/  /,-:-,18631,/  /,,,-,-,Brentford,BRE ,Watford,WAT 
 11.12.21 11.12. 16h00 SCHEDULED ,/  /,-:-,18944,/  /,,,-,-,Liverpool,LIV ,Aston Villa,AST 
 11.12.21 11.12. 16h00 SCHEDULED ,/  /,-:-,18957,/  /,,,-,-,Arsenal,ARS ,Southampton,SOU 
 14.12.21 14.12. 20h45 SCHEDULED ,/  /,-:-,18961,/  /,,,-,-,Leicester City,LEI ,Tottenham,TOT 
 14.12.21 14.12. 20h45 SCHEDULED ,/  /,-:-,18965,/  /,,,-,-,Brighton Hove,BHA ,Wolverhampton,WOL 
 14.12.21 14.12. 20h45 SCHEDULED ,/  /,-:-,18638,/  /,,,-,-,Arsenal,ARS ,West Ham,WHU 
 14.12.21 14.12. 20h45 SCHEDULED ,/  /,-:-,18633,/  /,,,-,-,Norwich,NOR ,Aston Villa,AST 
 14.12.21 14.12. 20h45 SCHEDULED ,/  /,-:-,18967,/  /,,,-,-,Brentford,BRE ,Man United,MUN 
 14.12.21 14.12. 20h45 SCHEDULED ,/  /,-:-,18963,/  /,,,-,-,Burnley,BUR ,Watford,WAT 
 14.12.21 14.12. 21h00 SCHEDULED ,/  /,-:-,18639,/  /,,,-,-,Crystal Palace,CRY ,Southampton,SOU 
 15.12.21 15.12. 21h00 SCHEDULED ,/  /,-:-,18640,/  /,,,-,-,Man City,MCI ,Leeds United,LEE 
 15.12.21 15.12. 21h00 SCHEDULED ,/  /,-:-,18641,/  /,,,-,-,Liverpool,LIV ,Newcastle,NEW 
 15.12.21 15.12. 21h00 SCHEDULED ,/  /,-:-,18976,/  /,,,-,-,Chelsea,CHE ,Everton,EVE 
 18.12.21 18.12. 16h00 SCHEDULED ,/  /,-:-,18979,/  /,,,-,-,West Ham,WHU ,Norwich,NOR 
 18.12.21 18.12. 16h00 SCHEDULED ,/  /,-:-,18985,/  /,,,-,-,Southampton,SOU ,Brentford,BRE 
 18.12.21 18.12. 16h00 SCHEDULED ,/  /,-:-,18977,/  /,,,-,-,Wolverhampton,WOL ,Chelsea,CHE 
 18.12.21 18.12. 16h00 SCHEDULED ,/  /,-:-,18981,/  /,,,-,-,Watford,WAT ,Crystal Palace,CRY 
 18.12.21 18.12. 16h00 SCHEDULED ,/  /,-:-,18987,/  /,,,-,-,Newcastle,NEW ,Man City,MCI 
 18.12.21 18.12. 16h00 SCHEDULED ,/  /,-:-,18983,/  /,,,-,-,Tottenham,TOT ,Liverpool,LIV 
 18.12.21 18.12. 16h00 SCHEDULED ,/  /,-:-,18994,/  /,,,-,-,Aston Villa,AST ,Burnley,BUR 
 18.12.21 18.12. 16h00 SCHEDULED ,/  /,-:-,18989,/  /,,,-,-,Man United,MUN ,Brighton Hove,BHA 
 18.12.21 18.12. 16h00 SCHEDULED ,/  /,-:-,18990,/  /,,,-,-,Leeds United,LEE ,Arsenal,ARS 
 18.12.21 18.12. 16h00 SCHEDULED ,/  /,-:-,18992,/  /,,,-,-,Everton,EVE ,Leicester City,LEI 
 26.12.21 26.12. 16h00 SCHEDULED ,/  /,-:-,19012,/  /,,,-,-,Aston Villa,AST ,Chelsea,CHE 
 26.12.21 26.12. 16h00 SCHEDULED ,/  /,-:-,19001,/  /,,,-,-,Norwich,NOR ,Arsenal,ARS 
 26.12.21 26.12. 16h00 SCHEDULED ,/  /,-:-,18658,/  /,,,-,-,Newcastle,NEW ,Man United,MUN 
 26.12.21 26.12. 16h00 SCHEDULED ,/  /,-:-,18660,/  /,,,-,-,Man City,MCI ,Leicester City,LEI 
 26.12.21 26.12. 16h00 SCHEDULED ,/  /,-:-,19000,/  /,,,-,-,Tottenham,TOT ,Crystal Palace,CRY 
 26.12.21 26.12. 16h00 SCHEDULED ,/  /,-:-,18662,/  /,,,-,-,Liverpool,LIV ,Leeds United,LEE 
 26.12.21 26.12. 16h00 SCHEDULED ,/  /,-:-,18998,/  /,,,-,-,West Ham,WHU ,Southampton,SOU 
 26.12.21 26.12. 16h00 SCHEDULED ,/  /,-:-,18664,/  /,,,-,-,Burnley,BUR ,Everton,EVE 
 26.12.21 26.12. 16h00 SCHEDULED ,/  /,-:-,18666,/  /,,,-,-,Brighton Hove,BHA ,Brentford,BRE 
 26.12.21 26.12. 16h00 SCHEDULED ,/  /,-:-,18996,/  /,,,-,-,Wolverhampton,WOL ,Watford,WAT 
 28.12.21 28.12. 16h00 SCHEDULED ,/  /,-:-,19014,/  /,,,-,-,Crystal Palace,CRY ,Norwich,NOR 
 28.12.21 28.12. 16h00 SCHEDULED ,/  /,-:-,18685,/  /,,,-,-,Leicester City,LEI ,Liverpool,LIV 
 28.12.21 28.12. 16h00 SCHEDULED ,/  /,-:-,18680,/  /,,,-,-,Southampton,SOU ,Tottenham,TOT 
 28.12.21 28.12. 16h00 SCHEDULED ,/  /,-:-,18687,/  /,,,-,-,Leeds United,LEE ,Aston Villa,AST 
 28.12.21 28.12. 16h00 SCHEDULED ,/  /,-:-,19022,/  /,,,-,-,Arsenal,ARS ,Wolverhampton,WOL 
 28.12.21 28.12. 16h00 SCHEDULED ,/  /,-:-,18688,/  /,,,-,-,Everton,EVE ,Newcastle,NEW 
 28.12.21 28.12. 16h00 SCHEDULED ,/  /,-:-,19020,/  /,,,-,-,Brentford,BRE ,Man City,MCI 
 28.12.21 28.12. 16h00 SCHEDULED ,/  /,-:-,19018,/  /,,,-,-,Chelsea,CHE ,Brighton Hove,BHA 
 28.12.21 28.12. 16h00 SCHEDULED ,/  /,-:-,19016,/  /,,,-,-,Watford,WAT ,West Ham,WHU 
 28.12.21 28.12. 16h00 SCHEDULED ,/  /,-:-,18683,/  /,,,-,-,Man United,MUN ,Burnley,BUR 
 01.01.22 01.01. 16h00 SCHEDULED ,/  /,-:-,19050,/  /,,,-,-,Brentford,BRE ,Aston Villa,AST 
 01.01.22 01.01. 16h00 SCHEDULED ,/  /,-:-,18693,/  /,,,-,-,Southampton,SOU ,Newcastle,NEW 
 01.01.22 01.01. 16h00 SCHEDULED ,/  /,-:-,19047,/  /,,,-,-,Chelsea,CHE ,Liverpool,LIV 
