period,odds,score,matchID,odds_home,odds_draw,odds_away,score_home,score_away,home_name,home_short,away_name,away_short
 01.01.22 01.01. 16h00 SCHEDULED ,/  /,-:-,19043,/  /,,,-,-,Everton,EVE ,Brighton Hove,BHA 
 01.01.22 01.01. 16h00 SCHEDULED ,/  /,-:-,19042,/  /,,,-,-,Leeds United,LEE ,Burnley,BUR 
 01.01.22 01.01. 16h00 SCHEDULED ,/  /,-:-,19045,/  /,,,-,-,Crystal Palace,CRY ,West Ham,WHU 
 01.01.22 01.01. 16h00 SCHEDULED ,/  /,-:-,18711,/  /,,,-,-,Arsenal,ARS ,Man City,MCI 
 01.01.22 01.01. 16h00 SCHEDULED ,/  /,-:-,18698,/  /,,,-,-,Leicester City,LEI ,Norwich,NOR 
 01.01.22 01.01. 16h00 SCHEDULED ,/  /,-:-,18691,/  /,,,-,-,Watford,WAT ,Tottenham,TOT 
 01.01.22 01.01. 16h00 SCHEDULED ,/  /,-:-,18696,/  /,,,-,-,Man United,MUN ,Wolverhampton,WOL 
 15.01.22 15.01. 16h00 SCHEDULED ,/  /,-:-,19067,/  /,,,-,-,Burnley,BUR ,Leicester City,LEI 
 15.01.22 15.01. 16h00 SCHEDULED ,/  /,-:-,19070,/  /,,,-,-,Aston Villa,AST ,Man United,MUN 
 15.01.22 15.01. 16h00 SCHEDULED ,/  /,-:-,19069,/  /,,,-,-,Brighton Hove,BHA ,Crystal Palace,CRY 
 15.01.22 15.01. 16h00 SCHEDULED ,/  /,-:-,18713,/  /,,,-,-,Wolverhampton,WOL ,Southampton,SOU 
 15.01.22 15.01. 16h00 SCHEDULED ,/  /,-:-,19057,/  /,,,-,-,Tottenham,TOT ,Arsenal,ARS 
 15.01.22 15.01. 16h00 SCHEDULED ,/  /,-:-,18723,/  /,,,-,-,Man City,MCI ,Chelsea,CHE 
 15.01.22 15.01. 16h00 SCHEDULED ,/  /,-:-,18721,/  /,,,-,-,Newcastle,NEW ,Watford,WAT 
 15.01.22 15.01. 16h00 SCHEDULED ,/  /,-:-,18719,/  /,,,-,-,Norwich,NOR ,Everton,EVE 
 15.01.22 15.01. 16h00 SCHEDULED ,/  /,-:-,18726,/  /,,,-,-,Liverpool,LIV ,Brentford,BRE 
 15.01.22 15.01. 16h00 SCHEDULED ,/  /,-:-,18715,/  /,,,-,-,West Ham,WHU ,Leeds United,LEE 
 22.01.22 22.01. 16h00 SCHEDULED ,/  /,-:-,18746,/  /,,,-,-,Crystal Palace,CRY ,Liverpool,LIV 
 22.01.22 22.01. 16h00 SCHEDULED ,/  /,-:-,18745,/  /,,,-,-,Everton,EVE ,Aston Villa,AST 
 22.01.22 22.01. 16h00 SCHEDULED ,/  /,-:-,18743,/  /,,,-,-,Leeds United,LEE ,Newcastle,NEW 
 22.01.22 22.01. 16h00 SCHEDULED ,/  /,-:-,18740,/  /,,,-,-,Leicester City,LEI ,Brighton Hove,BHA 
 22.01.22 22.01. 16h00 SCHEDULED ,/  /,-:-,18739,/  /,,,-,-,Man United,MUN ,West Ham,WHU 
 22.01.22 22.01. 16h00 SCHEDULED ,/  /,-:-,19072,/  /,,,-,-,Watford,WAT ,Norwich,NOR 
 22.01.22 22.01. 16h00 SCHEDULED ,/  /,-:-,19074,/  /,,,-,-,Southampton,SOU ,Man City,MCI 
 22.01.22 22.01. 16h00 SCHEDULED ,/  /,-:-,18752,/  /,,,-,-,Arsenal,ARS ,Burnley,BUR 
 22.01.22 22.01. 16h00 SCHEDULED ,/  /,-:-,18750,/  /,,,-,-,Brentford,BRE ,Wolverhampton,WOL 
 22.01.22 22.01. 16h00 SCHEDULED ,/  /,-:-,18749,/  /,,,-,-,Chelsea,CHE ,Tottenham,TOT 
 08.02.22 08.02. 20h45 SCHEDULED ,/  /,-:-,18755,/  /,,,-,-,Wolverhampton,WOL ,Arsenal,ARS 
 08.02.22 08.02. 20h45 SCHEDULED ,/  /,-:-,18765,/  /,,,-,-,Aston Villa,AST ,Leeds United,LEE 
 08.02.22 08.02. 20h45 SCHEDULED ,/  /,-:-,18763,/  /,,,-,-,Brighton Hove,BHA ,Chelsea,CHE 
 08.02.22 08.02. 20h45 SCHEDULED ,/  /,-:-,18761,/  /,,,-,-,Burnley,BUR ,Man United,MUN 
 08.02.22 08.02. 20h45 SCHEDULED ,/  /,-:-,18759,/  /,,,-,-,Norwich,NOR ,Crystal Palace,CRY 
 08.02.22 08.02. 20h45 SCHEDULED ,/  /,-:-,18757,/  /,,,-,-,West Ham,WHU ,Watford,WAT 
 09.02.22 09.02. 20h45 SCHEDULED ,/  /,-:-,18768,/  /,,,-,-,Newcastle,NEW ,Everton,EVE 
 09.02.22 09.02. 20h45 SCHEDULED ,/  /,-:-,18767,/  /,,,-,-,Tottenham,TOT ,Southampton,SOU 
 09.02.22 09.02. 21h00 SCHEDULED ,/  /,-:-,18770,/  /,,,-,-,Man City,MCI ,Brentford,BRE 
 09.02.22 09.02. 21h00 SCHEDULED ,/  /,-:-,18773,/  /,,,-,-,Liverpool,LIV ,Leicester City,LEI 
 12.02.22 12.02. 16h00 SCHEDULED ,/  /,-:-,18790,/  /,,,-,-,Chelsea,CHE ,Arsenal,ARS 
 12.02.22 12.02. 16h00 SCHEDULED ,/  /,-:-,18786,/  /,,,-,-,Leicester City,LEI ,West Ham,WHU 
 12.02.22 12.02. 16h00 SCHEDULED ,/  /,-:-,18783,/  /,,,-,-,Man United,MUN ,Southampton,SOU 
 12.02.22 12.02. 16h00 SCHEDULED ,/  /,-:-,18782,/  /,,,-,-,Newcastle,NEW ,Aston Villa,AST 
 12.02.22 12.02. 16h00 SCHEDULED ,/  /,-:-,18780,/  /,,,-,-,Norwich,NOR ,Man City,MCI 
 12.02.22 12.02. 16h00 SCHEDULED ,/  /,-:-,18778,/  /,,,-,-,Tottenham,TOT ,Wolverhampton,WOL 
 12.02.22 12.02. 16h00 SCHEDULED ,/  /,-:-,18775,/  /,,,-,-,Watford,WAT ,Brighton Hove,BHA 
 12.02.22 12.02. 16h00 SCHEDULED ,/  /,-:-,18794,/  /,,,-,-,Brentford,BRE ,Crystal Palace,CRY 
 12.02.22 12.02. 16h00 SCHEDULED ,/  /,-:-,18792,/  /,,,-,-,Burnley,BUR ,Liverpool,LIV 
 12.02.22 12.02. 16h00 SCHEDULED ,/  /,-:-,18787,/  /,,,-,-,Everton,EVE ,Leeds United,LEE 
 19.02.22 19.02. 16h00 SCHEDULED ,/  /,-:-,18812,/  /,,,-,-,Brighton Hove,BHA ,Burnley,BUR 
 19.02.22 19.02. 16h00 SCHEDULED ,/  /,-:-,18808,/  /,,,-,-,Leeds United,LEE ,Man United,MUN 
 19.02.22 19.02. 16h00 SCHEDULED ,/  /,-:-,18805,/  /,,,-,-,Liverpool,LIV ,Norwich,NOR 
 19.02.22 19.02. 16h00 SCHEDULED ,/  /,-:-,18803,/  /,,,-,-,Man City,MCI ,Tottenham,TOT 
 19.02.22 19.02. 16h00 SCHEDULED ,/  /,-:-,18800,/  /,,,-,-,Southampton,SOU ,Everton,EVE 
 19.02.22 19.02. 16h00 SCHEDULED ,/  /,-:-,18798,/  /,,,-,-,West Ham,WHU ,Newcastle,NEW 
 19.02.22 19.02. 16h00 SCHEDULED ,/  /,-:-,18796,/  /,,,-,-,Wolverhampton,WOL ,Leicester City,LEI 
 19.02.22 19.02. 16h00 SCHEDULED ,/  /,-:-,18816,/  /,,,-,-,Arsenal,ARS ,Brentford,BRE 
 19.02.22 19.02. 16h00 SCHEDULED ,/  /,-:-,18814,/  /,,,-,-,Aston Villa,AST ,Watford,WAT 
 19.02.22 19.02. 16h00 SCHEDULED ,/  /,-:-,18810,/  /,,,-,-,Crystal Palace,CRY ,Chelsea,CHE 
 26.02.22 26.02. 16h00 SCHEDULED ,/  /,-:-,18827,/  /,,,-,-,Everton,EVE ,Man City,MCI 
 26.02.22 26.02. 16h00 SCHEDULED ,/  /,-:-,18818,/  /,,,-,-,West Ham,WHU ,Wolverhampton,WOL 
 26.02.22 26.02. 16h00 SCHEDULED ,/  /,-:-,18820,/  /,,,-,-,Southampton,SOU ,Norwich,NOR 
 26.02.22 26.02. 16h00 SCHEDULED ,/  /,-:-,18822,/  /,,,-,-,Man United,MUN ,Watford,WAT 
 26.02.22 26.02. 16h00 SCHEDULED ,/  /,-:-,18825,/  /,,,-,-,Leeds United,LEE ,Tottenham,TOT 
 26.02.22 26.02. 16h00 SCHEDULED ,/  /,-:-,18829,/  /,,,-,-,Crystal Palace,CRY ,Burnley,BUR 
 26.02.22 26.02. 16h00 SCHEDULED ,/  /,-:-,18832,/  /,,,-,-,Chelsea,CHE ,Leicester City,LEI 
 26.02.22 26.02. 16h00 SCHEDULED ,/  /,-:-,18834,/  /,,,-,-,Brighton Hove,BHA ,Aston Villa,AST 
 26.02.22 26.02. 16h00 SCHEDULED ,/  /,-:-,18837,/  /,,,-,-,Brentford,BRE ,Newcastle,NEW 
 26.02.22 26.02. 16h00 SCHEDULED ,/  /,-:-,18839,/  /,,,-,-,Arsenal,ARS ,Liverpool,LIV 
 05.03.22 05.03. 16h00 SCHEDULED ,/  /,-:-,18845,/  /,,,-,-,Tottenham,TOT ,Everton,EVE 
 05.03.22 05.03. 16h00 SCHEDULED ,/  /,-:-,18843,/  /,,,-,-,Watford,WAT ,Arsenal,ARS 
 05.03.22 05.03. 16h00 SCHEDULED ,/  /,-:-,18841,/  /,,,-,-,Wolverhampton,WOL ,Crystal Palace,CRY 
 05.03.22 05.03. 16h00 SCHEDULED ,/  /,-:-,18859,/  /,,,-,-,Burnley,BUR ,Chelsea,CHE 
 05.03.22 05.03. 16h00 SCHEDULED ,/  /,-:-,18861,/  /,,,-,-,Aston Villa,AST ,Southampton,SOU 
 05.03.22 05.03. 16h00 SCHEDULED ,/  /,-:-,18856,/  /,,,-,-,Leicester City,LEI ,Leeds United,LEE 
 05.03.22 05.03. 16h00 SCHEDULED ,/  /,-:-,18854,/  /,,,-,-,Liverpool,LIV ,West Ham,WHU 
 05.03.22 05.03. 16h00 SCHEDULED ,/  /,-:-,18851,/  /,,,-,-,Man City,MCI ,Man United,MUN 
 05.03.22 05.03. 16h00 SCHEDULED ,/  /,-:-,18850,/  /,,,-,-,Newcastle,NEW ,Brighton Hove,BHA 
 05.03.22 05.03. 16h00 SCHEDULED ,/  /,-:-,18847,/  /,,,-,-,Norwich,NOR ,Brentford,BRE 
 12.03.22 12.03. 16h00 SCHEDULED ,/  /,-:-,18879,/  /,,,-,-,Brighton Hove,BHA ,Liverpool,LIV 
 12.03.22 12.03. 16h00 SCHEDULED ,/  /,-:-,18881,/  /,,,-,-,Brentford,BRE ,Burnley,BUR 
 12.03.22 12.03. 16h00 SCHEDULED ,/  /,-:-,18884,/  /,,,-,-,Arsenal,ARS ,Leicester City,LEI 
 12.03.22 12.03. 16h00 SCHEDULED ,/  /,-:-,18864,/  /,,,-,-,West Ham,WHU ,Aston Villa,AST 
 12.03.22 12.03. 16h00 SCHEDULED ,/  /,-:-,18866,/  /,,,-,-,Southampton,SOU ,Watford,WAT 
 12.03.22 12.03. 16h00 SCHEDULED ,/  /,-:-,18868,/  /,,,-,-,Man United,MUN ,Tottenham,TOT 
 12.03.22 12.03. 16h00 SCHEDULED ,/  /,-:-,18871,/  /,,,-,-,Leeds United,LEE ,Norwich,NOR 
 12.03.22 12.03. 16h00 SCHEDULED ,/  /,-:-,18873,/  /,,,-,-,Everton,EVE ,Wolverhampton,WOL 
 12.03.22 12.03. 16h00 SCHEDULED ,/  /,-:-,18875,/  /,,,-,-,Crystal Palace,CRY ,Man City,MCI 
 12.03.22 12.03. 16h00 SCHEDULED ,/  /,-:-,18877,/  /,,,-,-,Chelsea,CHE ,Newcastle,NEW 
 19.03.22 19.03. 16h00 SCHEDULED ,/  /,-:-,18886,/  /,,,-,-,Wolverhampton,WOL ,Leeds United,LEE 
 19.03.22 19.03. 16h00 SCHEDULED ,/  /,-:-,18894,/  /,,,-,-,Newcastle,NEW ,Crystal Palace,CRY 
 19.03.22 19.03. 16h00 SCHEDULED ,/  /,-:-,18896,/  /,,,-,-,Man City,MCI ,Brighton Hove,BHA 
 19.03.22 19.03. 16h00 SCHEDULED ,/  /,-:-,18898,/  /,,,-,-,Liverpool,LIV ,Man United,MUN 
 19.03.22 19.03. 16h00 SCHEDULED ,/  /,-:-,18903,/  /,,,-,-,Burnley,BUR ,Southampton,SOU 
 19.03.22 19.03. 16h00 SCHEDULED ,/  /,-:-,18905,/  /,,,-,-,Aston Villa,AST ,Arsenal,ARS 
 19.03.22 19.03. 16h00 SCHEDULED ,/  /,-:-,18901,/  /,,,-,-,Leicester City,LEI ,Brentford,BRE 
 19.03.22 19.03. 16h00 SCHEDULED ,/  /,-:-,18888,/  /,,,-,-,Watford,WAT ,Everton,EVE 
 19.03.22 19.03. 16h00 SCHEDULED ,/  /,-:-,18890,/  /,,,-,-,Tottenham,TOT ,West Ham,WHU 
 19.03.22 19.03. 16h00 SCHEDULED ,/  /,-:-,18892,/  /,,,-,-,Norwich,NOR ,Chelsea,CHE 
 02.04.22 02.04. 16h00 SCHEDULED ,/  /,-:-,18925,/  /,,,-,-,Wolverhampton,WOL ,Aston Villa,AST 
 02.04.22 02.04. 16h00 SCHEDULED ,/  /,-:-,18917,/  /,,,-,-,Liverpool,LIV ,Watford,WAT 
 02.04.22 02.04. 16h00 SCHEDULED ,/  /,-:-,18919,/  /,,,-,-,Man United,MUN ,Leicester City,LEI 
 02.04.22 02.04. 16h00 SCHEDULED ,/  /,-:-,18916,/  /,,,-,-,Leeds United,LEE ,Southampton,SOU 
 02.04.22 02.04. 16h00 SCHEDULED ,/  /,-:-,18909,/  /,,,-,-,Burnley,BUR ,Man City,MCI 
 02.04.22 02.04. 16h00 SCHEDULED ,/  /,-:-,18913,/  /,,,-,-,Crystal Palace,CRY ,Arsenal,ARS 
 02.04.22 02.04. 16h00 SCHEDULED ,/  /,-:-,18921,/  /,,,-,-,Tottenham,TOT ,Newcastle,NEW 
 02.04.22 02.04. 16h00 SCHEDULED ,/  /,-:-,18911,/  /,,,-,-,Chelsea,CHE ,Brentford,BRE 
 02.04.22 02.04. 16h00 SCHEDULED ,/  /,-:-,18907,/  /,,,-,-,Brighton Hove,BHA ,Norwich,NOR 
 02.04.22 02.04. 16h00 SCHEDULED ,/  /,-:-,18923,/  /,,,-,-,West Ham,WHU ,Everton,EVE 
 09.04.22 09.04. 16h00 SCHEDULED ,/  /,-:-,18935,/  /,,,-,-,Leicester City,LEI ,Crystal Palace,CRY 
 09.04.22 09.04. 16h00 SCHEDULED ,/  /,-:-,18933,/  /,,,-,-,Everton,EVE ,Man United,MUN 
 09.04.22 09.04. 16h00 SCHEDULED ,/  /,-:-,18937,/  /,,,-,-,Man City,MCI ,Liverpool,LIV 
 09.04.22 09.04. 16h00 SCHEDULED ,/  /,-:-,18931,/  /,,,-,-,Brentford,BRE ,West Ham,WHU 
 09.04.22 09.04. 16h00 SCHEDULED ,/  /,-:-,18939,/  /,,,-,-,Newcastle,NEW ,Wolverhampton,WOL 
 09.04.22 09.04. 16h00 SCHEDULED ,/  /,-:-,18940,/  /,,,-,-,Norwich,NOR ,Burnley,BUR 
 09.04.22 09.04. 16h00 SCHEDULED ,/  /,-:-,18929,/  /,,,-,-,Aston Villa,AST ,Tottenham,TOT 
 09.04.22 09.04. 16h00 SCHEDULED ,/  /,-:-,18927,/  /,,,-,-,Arsenal,ARS ,Brighton Hove,BHA 
 09.04.22 09.04. 16h00 SCHEDULED ,/  /,-:-,18943,/  /,,,-,-,Southampton,SOU ,Chelsea,CHE 
 09.04.22 09.04. 16h00 SCHEDULED ,/  /,-:-,18945,/  /,,,-,-,Watford,WAT ,Leeds United,LEE 
 16.04.22 16.04. 16h00 SCHEDULED ,/  /,-:-,18960,/  /,,,-,-,Tottenham,TOT ,Brighton Hove,BHA 
 16.04.22 16.04. 16h00 SCHEDULED ,/  /,-:-,18962,/  /,,,-,-,Watford,WAT ,Brentford,BRE 
 16.04.22 16.04. 16h00 SCHEDULED ,/  /,-:-,18964,/  /,,,-,-,West Ham,WHU ,Burnley,BUR 
 16.04.22 16.04. 16h00 SCHEDULED ,/  /,-:-,18947,/  /,,,-,-,Aston Villa,AST ,Liverpool,LIV 
 16.04.22 16.04. 16h00 SCHEDULED ,/  /,-:-,18966,/  /,,,-,-,Wolverhampton,WOL ,Man City,MCI 
 16.04.22 16.04. 16h00 SCHEDULED ,/  /,-:-,18953,/  /,,,-,-,Man United,MUN ,Norwich,NOR 
 16.04.22 16.04. 16h00 SCHEDULED ,/  /,-:-,18949,/  /,,,-,-,Everton,EVE ,Crystal Palace,CRY 
 16.04.22 16.04. 16h00 SCHEDULED ,/  /,-:-,18952,/  /,,,-,-,Leeds United,LEE ,Chelsea,CHE 
 16.04.22 16.04. 16h00 SCHEDULED ,/  /,-:-,18956,/  /,,,-,-,Newcastle,NEW ,Leicester City,LEI 
 16.04.22 16.04. 16h00 SCHEDULED ,/  /,-:-,18958,/  /,,,-,-,Southampton,SOU ,Arsenal,ARS 
 23.04.22 23.04. 16h00 SCHEDULED ,/  /,-:-,18970,/  /,,,-,-,Brentford,BRE ,Tottenham,TOT 
 23.04.22 23.04. 16h00 SCHEDULED ,/  /,-:-,18988,/  /,,,-,-,Norwich,NOR ,Newcastle,NEW 
 23.04.22 23.04. 16h00 SCHEDULED ,/  /,-:-,18986,/  /,,,-,-,Man City,MCI ,Watford,WAT 
 23.04.22 23.04. 16h00 SCHEDULED ,/  /,-:-,18984,/  /,,,-,-,Liverpool,LIV ,Everton,EVE 
 23.04.22 23.04. 16h00 SCHEDULED ,/  /,-:-,18982,/  /,,,-,-,Leicester City,LEI ,Aston Villa,AST 
 23.04.22 23.04. 16h00 SCHEDULED ,/  /,-:-,18980,/  /,,,-,-,Crystal Palace,CRY ,Leeds United,LEE 
 23.04.22 23.04. 16h00 SCHEDULED ,/  /,-:-,18978,/  /,,,-,-,Chelsea,CHE ,West Ham,WHU 
 23.04.22 23.04. 16h00 SCHEDULED ,/  /,-:-,18975,/  /,,,-,-,Burnley,BUR ,Wolverhampton,WOL 
 23.04.22 23.04. 16h00 SCHEDULED ,/  /,-:-,18973,/  /,,,-,-,Brighton Hove,BHA ,Southampton,SOU 
 23.04.22 23.04. 16h00 SCHEDULED ,/  /,-:-,18968,/  /,,,-,-,Arsenal,ARS ,Man United,MUN 
 30.04.22 30.04. 16h00 SCHEDULED ,/  /,-:-,18999,/  /,,,-,-,Newcastle,NEW ,Liverpool,LIV 
 30.04.22 30.04. 16h00 SCHEDULED ,/  /,-:-,19002,/  /,,,-,-,Southampton,SOU ,Crystal Palace,CRY 
 30.04.22 30.04. 16h00 SCHEDULED ,/  /,-:-,19005,/  /,,,-,-,Tottenham,TOT ,Leicester City,LEI 
 30.04.22 30.04. 16h00 SCHEDULED ,/  /,-:-,19007,/  /,,,-,-,Watford,WAT ,Burnley,BUR 
 30.04.22 30.04. 16h00 SCHEDULED ,/  /,-:-,18995,/  /,,,-,-,Leeds United,LEE ,Man City,MCI 
 30.04.22 30.04. 16h00 SCHEDULED ,/  /,-:-,18993,/  /,,,-,-,Everton,EVE ,Chelsea,CHE 
 30.04.22 30.04. 16h00 SCHEDULED ,/  /,-:-,19009,/  /,,,-,-,West Ham,WHU ,Arsenal,ARS 
 30.04.22 30.04. 16h00 SCHEDULED ,/  /,-:-,19010,/  /,,,-,-,Wolverhampton,WOL ,Brighton Hove,BHA 
 30.04.22 30.04. 16h00 SCHEDULED ,/  /,-:-,18991,/  /,,,-,-,Aston Villa,AST ,Norwich,NOR 
 30.04.22 30.04. 16h00 SCHEDULED ,/  /,-:-,18997,/  /,,,-,-,Man United,MUN ,Brentford,BRE 
 07.05.22 07.05. 16h00 SCHEDULED ,/  /,-:-,19019,/  /,,,-,-,Burnley,BUR ,Aston Villa,AST 
 07.05.22 07.05. 16h00 SCHEDULED ,/  /,-:-,19021,/  /,,,-,-,Chelsea,CHE ,Wolverhampton,WOL 
 07.05.22 07.05. 16h00 SCHEDULED ,/  /,-:-,19023,/  /,,,-,-,Crystal Palace,CRY ,Watford,WAT 
 07.05.22 07.05. 16h00 SCHEDULED ,/  /,-:-,19025,/  /,,,-,-,Leicester City,LEI ,Everton,EVE 
 07.05.22 07.05. 16h00 SCHEDULED ,/  /,-:-,19028,/  /,,,-,-,Liverpool,LIV ,Tottenham,TOT 
 07.05.22 07.05. 16h00 SCHEDULED ,/  /,-:-,19030,/  /,,,-,-,Man City,MCI ,Newcastle,NEW 
 07.05.22 07.05. 16h00 SCHEDULED ,/  /,-:-,19032,/  /,,,-,-,Norwich,NOR ,West Ham,WHU 
 07.05.22 07.05. 16h00 SCHEDULED ,/  /,-:-,19013,/  /,,,-,-,Arsenal,ARS ,Leeds United,LEE 
 07.05.22 07.05. 16h00 SCHEDULED ,/  /,-:-,19015,/  /,,,-,-,Brentford,BRE ,Southampton,SOU 
 07.05.22 07.05. 16h00 SCHEDULED ,/  /,-:-,19017,/  /,,,-,-,Brighton Hove,BHA ,Man United,MUN 
 15.05.22 15.05. 16h00 SCHEDULED ,/  /,-:-,19048,/  /,,,-,-,Watford,WAT ,Leicester City,LEI 
 15.05.22 15.05. 16h00 SCHEDULED ,/  /,-:-,19049,/  /,,,-,-,West Ham,WHU ,Man City,MCI 
 15.05.22 15.05. 16h00 SCHEDULED ,/  /,-:-,19041,/  /,,,-,-,Newcastle,NEW ,Arsenal,ARS 
 15.05.22 15.05. 16h00 SCHEDULED ,/  /,-:-,19051,/  /,,,-,-,Wolverhampton,WOL ,Norwich,NOR 
 15.05.22 15.05. 16h00 SCHEDULED ,/  /,-:-,19039,/  /,,,-,-,Man United,MUN ,Chelsea,CHE 
 15.05.22 15.05. 16h00 SCHEDULED ,/  /,-:-,19037,/  /,,,-,-,Leeds United,LEE ,Brighton Hove,BHA 
 15.05.22 15.05. 16h00 SCHEDULED ,/  /,-:-,19035,/  /,,,-,-,Everton,EVE ,Brentford,BRE 
 15.05.22 15.05. 16h00 SCHEDULED ,/  /,-:-,19033,/  /,,,-,-,Aston Villa,AST ,Crystal Palace,CRY 
 15.05.22 15.05. 16h00 SCHEDULED ,/  /,-:-,19046,/  /,,,-,-,Tottenham,TOT ,Burnley,BUR 
 15.05.22 15.05. 16h00 SCHEDULED ,/  /,-:-,19044,/  /,,,-,-,Southampton,SOU ,Liverpool,LIV 
 22.05.22 22.05. 17h00 SCHEDULED ,/  /,-:-,19064,/  /,,,-,-,Chelsea,CHE ,Watford,WAT 
 22.05.22 22.05. 17h00 SCHEDULED ,/  /,-:-,19066,/  /,,,-,-,Burnley,BUR ,Newcastle,NEW 
 22.05.22 22.05. 17h00 SCHEDULED ,/  /,-:-,19071,/  /,,,-,-,Brentford,BRE ,Leeds United,LEE 
 22.05.22 22.05. 17h00 SCHEDULED ,/  /,-:-,19068,/  /,,,-,-,Brighton Hove,BHA ,West Ham,WHU 
 22.05.22 22.05. 17h00 SCHEDULED ,/  /,-:-,19053,/  /,,,-,-,Norwich,NOR ,Tottenham,TOT 
 22.05.22 22.05. 17h00 SCHEDULED ,/  /,-:-,19055,/  /,,,-,-,Man City,MCI ,Aston Villa,AST 
 22.05.22 22.05. 17h00 SCHEDULED ,/  /,-:-,19073,/  /,,,-,-,Arsenal,ARS ,Everton,EVE 
 22.05.22 22.05. 17h00 SCHEDULED ,/  /,-:-,19058,/  /,,,-,-,Liverpool,LIV ,Wolverhampton,WOL 
 22.05.22 22.05. 17h00 SCHEDULED ,/  /,-:-,19060,/  /,,,-,-,Leicester City,LEI ,Southampton,SOU 
 22.05.22 22.05. 17h00 SCHEDULED ,/  /,-:-,19062,/  /,,,-,-,Crystal Palace,CRY ,Man United,MUN 
